U+2B740,𫝀,7,0,0,ゴ,いつ いつつ,3,0,,丄𠃍,,,
U+2B741,𫝁,7,0,0,ボウ,う,6,0,,丌口,,,
U+2B742,𫝂,7,0,0,ショ,ところ,7,0,,一丶𬼀丿丅,,,
U+2B743,𫝃,7,0,0,ジ ニ,なんじ しかり,14,0,,丅丷冂𠈌,,,
U+2B744,𫝄,7,0,0,キュウ ク,ひさしい,3,3,,丿人,,,
U+2B745,𫝅,7,0,0,,い,6,7,,亠人厶,,,
U+2B746,𫝆,7,0,0,コン キン,いま,5,8,,亼丆,,,
U+2B747,𫝇,7,0,0,メイ ミョウ,いのち,8,8,,𠇭丶,,,
U+2B748,𫝈,7,0,0,,,8,8,,亻军,,,
U+2B749,𫝉,7,0,0,ソウ,くら,10,8,,人丆𫜹口,,,
U+2B74A,𫝊,7,0,0,デン,つたえる つたわる つたう,11,8,,亻専,,,
U+2B74B,𫝋,7,0,0,,,13,8,,亻𰀡豆,,,
U+2B74C,𫝌,7,0,0,ヨ,あたえる,9,9,,〢朩一八,,,
U+2B74D,𫝍,7,0,0,コウ,おか,9,12,,𦉰止,,,
U+2B74E,𫝎,7,0,0,,,9,14,,冫見,,,
U+2B74F,𫝏,7,0,0,,,11,14,,冫彥,,,
U+2B750,𫝐,7,0,0,ゼン,まえ,9,17,,䒑日刂,,,
U+2B751,𫝑,7,0,0,セイ,いきおい,13,18,,執力,,,
U+2B752,𫝒,7,0,0,ヒ,,7,23,,旧十,,,
U+2B753,𫝓,7,0,0,キョウ ギョウ,かなう,8,23,,十力冫丿丶,,,
U+2B754,𫝔,7,0,0,ギョウ,,9,23,,土〢元 十𮯰兀,,,
U+2B755,𫝕,7,0,0,シン ジン,たつ,7,26,,厂巳乀丿,,,
U+2B756,𫝖,7,0,0,ソ,,10,26,,勹厂〢コ八,,,
U+2B757,𫝗,7,0,0,コウ,あつい,10,26,,厂丿㫗,,,
U+2B758,𫝘,7,0,0,,,6,29,,口尢,,,
U+2B759,𫝙,7,0,0,,,9,29,,向上,,,
U+2B75A,𫝚,7,0,0,,,14,29,,唓云 口転,,,
U+2B75B,𫝛,7,0,0,,,15,29,,相同,,,
U+2B75C,𫝜,7,0,0,,,17,29,,口雑 𠱞隹,,,
U+2B75D,𫝝,7,0,0,ガン ゲン ゴン,おごそか きびしい いかめしい いつくし いましめる,18,29,,𫩏𠪚,,,
U+2B75E,𫝞,7,0,0,,,22,29,,口霧,,,
U+2B75F,𫝟,7,0,0,チョウ チュ,,12,31,,土𫟯,,,
U+2B760,𫝠,7,0,0,ダン,,14,31,,土覀且,,,
U+2B761,𫝡,7,0,0,ダ タ キ,おこたる おちる くずす くずれる,16,31,,随土,,,
U+2B762,𫝢,7,0,0,ショウ,ます,6,35,,㚈丶,,,
U+2B763,𫝣,7,0,0,,ます,7,35,,夕𰀁丶,,,
U+2B764,𫝤,7,0,0,シュ ソウ,かなでる すすめる,10,36,,龹天,,,
U+2B765,𫝥,7,0,0,,,16,36,,美良,,,
U+2B766,𫝦,7,0,0,,,7,37,,女贝,,,
U+2B767,𫝧,7,0,0,,,9,37,,女岂,,,
U+2B768,𫝨,7,0,0,,,9,37,,女军,,,
U+2B769,𫝩,7,0,0,,,10,37,,女寿,,,
U+2B76A,𫝪,7,0,0,,,10,37,,女贡,,,
U+2B76B,𫝫,7,0,0,,,10,37,,女来,,,
U+2B76C,𫝬,7,0,0,,,12,37,,女贵,,,
U+2B76D,𫝭,7,0,0,,,14,37,,女婴,,,
U+2B76E,𫝮,7,0,0,,,15,37,,女阑,,,
U+2B76F,𫝯,7,0,0,ガク,まなぶ,15,38,,𦥑𠃑一丨冖子,,,
U+2B770,𫝰,7,0,0,,かま かまど,14,39,,宀亀,,,
U+2B771,𫝱,7,0,0,ネイ,,15,39,,宓𦉬,,,
U+2B772,𫝲,7,0,0,コウ,しり,6,43,,尸九丶,,,
U+2B773,𫝳,7,0,0,コ,,6,45,,山弓,,,
U+2B774,𫝴,7,0,0,,,9,45,,山后,,,
U+2B775,𫝵,7,0,0,,,10,45,,山寿,,,
U+2B776,𫝶,7,0,0,サ ザ,います くら すわる,11,52,,广㘴,,,
U+2B777,𫝷,7,0,0,ザ,すわる,11,52,,广𡊙 广叹土,,,
U+2B778,𫝸,7,0,0,ゲン,ひこ,9,58,,产𫝄,,,
U+2B779,𫝹,7,0,0,ネン,,7,60,,人忈,,,
U+2B77A,𫝺,7,0,0,,,8,63,,扌甩,,,
U+2B77B,𫝻,7,0,0,,,9,63,,扌回,,,
U+2B77C,𫝼,7,0,0,ハツ バチ バツ ハチ ボチ,はねる おさめる かかげる のぞく ばち,12,63,,扌発,,,
U+2B77D,𫝽,7,0,0,,,13,63,,扌修,,,
U+2B77E,𫝾,7,0,0,,,14,63,,扌麥,,,
U+2B77F,𫝿,7,0,0,,つき,18,63,,扌立里亍,,,
U+2B780,𫞀,7,0,0,ゾク,,11,69,,方矣,,,
U+2B781,𫞁,7,0,0,,はた,13,69,,方美,,,
U+2B782,𫞂,7,0,0,ギョク ヨウ,,9,71,,日玉,,,
U+2B783,𫞃,7,0,0,ショウ,,9,71,,日𠮦,,,
U+2B784,𫞄,7,0,0,シン,すすむ,10,71,,一丛日 一从𣄼,,,
U+2B785,𫞅,7,0,0,,,10,73,,月寻,,,
U+2B786,𫞆,7,0,0,,また,12,73,,月口矢,,,
U+2B787,𫞇,7,0,0,リュウ ロウ,,12,73,,月鼡,,,
U+2B788,𫞈,7,0,0,,さす,8,74,,木丒,,,
U+2B789,𫞉,7,0,0,リュウ,やなぎ,10,74,,木𫝁,,,
U+2B78A,𫞊,7,0,0,,とち,10,74,,木𠂆方,,,
U+2B78B,𫞋,7,0,0,ショウ シヨウ シュ,つく うつ もみ,14,74,,木従,,,
U+2B78C,𫞌,7,0,0,,もみ,14,74,,桘殳 木𭮫,,,
U+2B78D,𫞍,7,0,0,ダン,,15,74,,木覀且,,,
U+2B78E,𫞎,7,0,0,キョウ,はし,15,74,,木𠂇冂二冋,,,
U+2B78F,𫞏,7,0,0,キョウ,はし,15,74,,木𠂇〢二冋,,,
U+2B790,𫞐,7,0,0,ケン ゴン,,16,74,,木龷隹,,,
U+2B791,𫞑,7,0,0,,とう,17,74,,木水面,,,
U+2B792,𫞒,7,0,0,レキ,,18,74,,木暦,,,
U+2B793,𫞓,7,0,0,サイ セイ,とし,13,76,,丨⺊厂示㇂丿丶,,,
U+2B794,𫞔,7,0,0,,,15,77,,歹𢦏业,,,
U+2B795,𫞕,7,0,0,シ,うじ,5,82,,氏丶 丿𠄌弋,,,
U+2B796,𫞖,7,0,0,ミン,たみ,6,82,,巳弋 民丶,,,
U+2B797,𫞗,7,0,0,,,10,84,,氵闵,,,
U+2B798,𫞘,7,0,0,エン,ふち,11,84,,氵丿关丨,,,
U+2B799,𫞙,7,0,0,ボ,,13,84,,氵共艹丶,,,
U+2B79A,𫞚,7,0,0,,,13,84,,氵资,,,
U+2B79B,𫞛,7,0,0,,,13,84,,氵诸,,,
U+2B79C,𫞜,7,0,0,マン,みちる,15,84,,氵业𠕒,,,
U+2B79D,𫞝,7,0,0,,,16,84,,氵阙,,,
U+2B79E,𫞞,7,0,0,カン,そそぐ,19,84,,氵艹𫩏隹,,,
U+2B79F,𫞟,7,0,0,イ,,10,85,,𬼀丿𠃍𠃍𠃌灬,,,
U+2B7A0,𫞠,7,0,0,,,11,85,,火灵,,,
U+2B7A1,𫞡,7,0,0,,,14,85,,火荣,,,
U+2B7A2,𫞢,7,0,0,,,9,92,,𰃮牛,,,
U+2B7A3,𫞣,7,0,0,,,8,93,,犭戋,,,
U+2B7A4,𫞤,7,0,0,エン,さる,11,93,,犭𡊮,,,
U+2B7A5,𫞥,7,0,0,,,8,95,,王贝,,,
U+2B7A6,𫞦,7,0,0,,,10,95,,王齐,,,
U+2B7A7,𫞧,7,0,0,,,12,95,,王劳,,,
U+2B7A8,𫞨,7,0,0,,,14,95,,王监,,,
U+2B7A9,𫞩,7,0,0,,,15,95,,王𬜯,,,
U+2B7AA,𫞪,7,0,0,ジン,はなはだ はなはだしい,9,98,,艹二匸乂,,,
U+2B7AB,𫞫,7,0,0,,かます,11,101,,田衣,,,
U+2B7AC,𫞬,7,0,0,ケイ ギョウ,ひきつる,10,103,,疒圣 𤴨土,,,
U+2B7AD,𫞭,7,0,0,,,15,103,,疒財,,,
U+2B7AE,𫞮,7,0,0,テキ,まと,10,105,,白句,,,
U+2B7AF,𫞯,7,0,0,エイ,みちる みたす,8,107,,𠄎乂皿,,,
U+2B7B0,𫞰,7,0,0,エイ ヨウ,みちる,9,107,,乃乂皿,,,
U+2B7B1,𫞱,7,0,0,エン,しお,13,107,,坮皿,,,
U+2B7B2,𫞲,7,0,0,シン,ま まこと,10,108,,匕狊,,,
U+2B7B3,𫞳,7,0,0,,,11,108,,目夅,,,
U+2B7B4,𫞴,7,0,0,サイ,まつる まつり,10,112,,夕乀𰀪示,,,
U+2B7B5,𫞵,7,0,0,ソ,はじめ,11,112,,礻冝,,,
U+2B7B6,𫞶,7,0,0,,なで,16,112,,礻無,,,
U+2B7B7,𫞷,7,0,0,,,11,114,,禾会,,,
U+2B7B8,𫞸,7,0,0,,ばら,13,114,,禾東,,,
U+2B7B9,𫞹,7,0,0,クウ ク コウ,そら あく あける から むなしい すく,7,115,,穴ユ,,,
U+2B7BA,𫞺,7,0,0,セチ セツ,ぬすむ,22,115,,穴采咼,,,
U+2B7BB,𫞻,7,0,0,,,7,116,,立丁,,,
U+2B7BC,𫞼,7,0,0,,,11,116,,立在,,,
U+2B7BD,𫞽,7,0,0,サ サイ,みの,15,117,,𥫗𠀎𧘇,,,
U+2B7BE,𫞾,7,0,0,ヘイ,,15,117,,𥫗毘,,,
