U+24600	𤘀	5	0	0	シュウ ジュ トウ ドウ		18	90		片壽		𪺣							シュウ ジュ トウ ドウ			dào							
U+24601	𤘁	5	0	0			18	90		片蒙																mỏng			
U+24602	𤘂	5	0	0			18	90		片夢																mỏng			
U+24603	𤘃	5	0	0	レキ リャク		20	90		片歷									レキ リャク			lì							
U+24604	𤘄	5	0	0	トク		21	90		片𧷗									トク										
U+24605	𤘅	5	0	0	ガ ゲ		7	91		牙子								a very young child	ガ ゲ			yá							
U+24606	𤘆	5	0	0	ガ		8	91		牙牙									ガ			yá							
U+24607	𤘇	5	0	0	タン		9	91		牙占									タン			zhān							
U+24608	𤘈	5	0	0	ガ		10	91		牙臼									ガ										
U+24609	𤘉	5	0	0	ガ		10	91		牙四一									ガ										
U+2460A	𤘊	5	0	0	イ テイ		11	91		牙邠									イ テイ			yí							
U+2460B	𤘋	5	0	0			11	91		牙我																ngà			
U+2460C	𤘌	5	0	0	キ		12	91		牙奇									キ			qī							
U+2460D	𤘍	5	0	0			12	91		牙𦥒																			
U+2460E	𤘎	5	0	0			12	91		牙𫝀㠯																			
U+2460F	𤘏	5	0	0			12	91		牙昏																			
U+24610	𤘐	5	0	0	ウ ク	むしば	13	91		牙禹									ウ ク むしば										
U+24611	𤘑	5	0	0	ガイ ゴツ ゴチ		14	91		牙豈									ガイ ゴツ ゴチ										
U+24612	𤘒	5	0	0			15	91		敖牙																			
U+24613	𤘓	5	0	0			18	91		牙寧																nanh			
U+24614	𤘔	5	0	0	コ ゴ		5	92		一牛									コ ゴ			hù							
U+24615	𤘕	5	0	0			6	92		牛㔾																			
U+24616	𤘖	5	0	0	チョウ		6	92		牛丁									チョウ			tīng							
U+24617	𤘗	5	0	0			6	92		牛乜																			
U+24618	𤘘	5	0	0	コウ ク		7	92		牛口								cattle, domestic animals	コウ ク			kǒu	hau2						
U+24619	𤘙	5	0	0			7	92		牛女																			
U+2461A	𤘚	5	0	0	ソウ		7	92		牛弋									ソウ										
U+2461B	𤘛	5	0	0	ジュン		7	92		牛𠤎一									ジュン			chún							
U+2461C	𤘜	5	0	0	ユウ ウ		8	92		牛尤									ユウ ウ			yóu							
