U+2A700,𪜀,6,0,0,,,3,一部,,,,
U+2A701,𪜁,6,0,0,,,3,一部,,,,
U+2A702,𪜂,6,0,0,,,4,一部,,,,
U+2A703,𪜃,6,0,0,,,8,一部,,,,
U+2A704,𪜄,6,0,0,,,9,一部,,,,
U+2A705,𪜅,6,0,0,,,10,一部,,,,
U+2A706,𪜆,6,0,0,,,11,一部,,,,
U+2A707,𪜇,6,0,0,,,16,一部,,,,
U+2A708,𪜈,6,0,0,,,4,丨部,,,,
U+2A709,𪜉,6,0,0,,,9,丨部,,,,
U+2A70A,𪜊,6,0,0,,,2,丶部,,,,
U+2A70B,𪜋,6,0,0,,,8,丶部,,,,
U+2A70C,𪜌,6,0,0,,,6,丿部,,,,
U+2A70D,𪜍,6,0,0,,,9,丿部,,,,
U+2A70E,𪜎,6,0,0,,,10,丿部,,,,
U+2A70F,𪜏,6,0,0,,,10,丿部,,,,
U+2A710,𪜐,6,0,0,,,5,乙部,,,,
U+2A711,𪜑,6,0,0,,,6,乙部,,,,
U+2A712,𪜒,6,0,0,,,7,乙部,,,,
U+2A713,𪜓,6,0,0,,,7,乙部,,,,
U+2A714,𪜔,6,0,0,,,8,乙部,,,,
U+2A715,𪜕,6,0,0,,,9,乙部,,,,
U+2A716,𪜖,6,0,0,,いそぎ,10,乙部,,,,
U+2A717,𪜗,6,0,0,,,10,乙部,,,,
U+2A718,𪜘,6,0,0,,,11,乙部,,,,
U+2A719,𪜙,6,0,0,,,12,乙部,,,,
U+2A71A,𪜚,6,0,0,,,12,乙部,,,,
U+2A71B,𪜛,6,0,0,,,13,乙部,,,,
U+2A71C,𪜜,6,0,0,,,7,亅部,,,,
U+2A71D,𪜝,6,0,0,,,12,亅部,,,,
U+2A71E,𪜞,6,0,0,,,14,二部,,,,
U+2A71F,𪜟,6,0,0,,,15,二部,,,,
U+2A720,𪜠,6,0,0,,,5,亠部,,,,
U+2A721,𪜡,6,0,0,,,5,亠部,,,,
U+2A722,𪜢,6,0,0,,,7,亠部,,,,
U+2A723,𪜣,6,0,0,,,11,亠部,,,,
U+2A724,𪜤,6,0,0,,,12,亠部,,,,
U+2A725,𪜥,6,0,0,,,15,亠部,,,,
U+2A726,𪜦,6,0,0,,,19,亠部,,,,
U+2A727,𪜧,6,0,0,,,4,人部,,,,
U+2A728,𪜨,6,0,0,,,6,人部,,,,
U+2A729,𪜩,6,0,0,,さぎ,6,人部,,,,
U+2A72A,𪜪,6,0,0,,さぎ,6,人部,,,,
U+2A72B,𪜫,6,0,0,,,6,人部,,,,
U+2A72C,𪜬,6,0,0,ヨ ト,あまる,7,人部,,,,
U+2A72D,𪜭,6,0,0,,,7,人部,,,,
U+2A72E,𪜮,6,0,0,,,7,人部,,,,
U+2A72F,𪜯,6,0,0,,,7,人部,,,,
U+2A730,𪜰,6,0,0,,,7,人部,,,,
U+2A731,𪜱,6,0,0,,,7,人部,,,,
U+2A732,𪜲,6,0,0,,,7,人部,,,,
U+2A733,𪜳,6,0,0,,,7,人部,,,,
U+2A734,𪜴,6,0,0,,,7,人部,,,,
U+2A735,𪜵,6,0,0,,,8,人部,,,,
U+2A736,𪜶,6,0,0,,,8,人部,,,,
U+2A737,𪜷,6,0,0,,,8,人部,,,,
U+2A738,𪜸,6,0,0,,とねりこ,8,人部,,,,
U+2A739,𪜹,6,0,0,,,8,人部,,,,
U+2A73A,𪜺,6,0,0,,,8,人部,,,,
U+2A73B,𪜻,6,0,0,,,9,人部,,,,
U+2A73C,𪜼,6,0,0,,,9,人部,,,,
U+2A73D,𪜽,6,0,0,,かつ,9,人部,,,,
U+2A73E,𪜾,6,0,0,,,9,人部,,,,
U+2A73F,𪜿,6,0,0,,,9,人部,,,,
