𮯰,12,0,0,,,0,,,,,
𮯱,12,0,0,,,0,,,,,
𮯲,12,0,0,,,0,,,,,
𮯳,12,0,0,,,0,,,,,
𮯴,12,0,0,,,0,,,,,
𮯵,12,0,0,,,0,,,,,
𮯶,12,0,0,,,0,,,,,
𮯷,12,0,0,,,0,,,,,
𮯸,12,0,0,,,0,,,,,
𮯹,12,0,0,,,0,,,,,
𮯺,12,0,0,,,0,,,,,
𮯻,12,0,0,,,0,,,,,
𮯼,12,0,0,,,0,,,,,
𮯽,12,0,0,,,0,,,,,
𮯾,12,0,0,,,0,,,,,
𮯿,12,0,0,,,0,,,,,
𮰀,12,0,0,,,0,,,,,
𮰁,12,0,0,,,0,,,,,
𮰂,12,0,0,,,0,,,,,
𮰃,12,0,0,,,0,,,,,
𮰄,12,0,0,,,0,,,,,
𮰅,12,0,0,,,0,,,,,
𮰆,12,0,0,,,0,,,,,
𮰇,12,0,0,,,0,,,,,
𮰈,12,0,0,,,0,,,,,
𮰉,12,0,0,,,0,,,,,
𮰊,12,0,0,,,0,,,,,
𮰋,12,0,0,,,0,,,,,
𮰌,12,0,0,,,0,,,,,
𮰍,12,0,0,,,0,,,,,
𮰎,12,0,0,,,0,,,,,
𮰏,12,0,0,,,0,,,,,
𮰐,12,0,0,,,0,,,,,
𮰑,12,0,0,,,0,,,,,
𮰒,12,0,0,,,0,,,,,
𮰓,12,0,0,,,0,,,,,
𮰔,12,0,0,,,0,,,,,
𮰕,12,0,0,,,0,,,,,
𮰖,12,0,0,,,0,,,,,
𮰗,12,0,0,,,0,,,,,
𮰘,12,0,0,,,0,,,,,
𮰙,12,0,0,,,0,,,,,
𮰚,12,0,0,,,0,,,,,
𮰛,12,0,0,,,0,,,,,
𮰜,12,0,0,,,0,,,,,
𮰝,12,0,0,,,0,,,,,
𮰞,12,0,0,,,0,,,,,
𮰟,12,0,0,,,0,,,,,
𮰠,12,0,0,,,0,,,,,
𮰡,12,0,0,,,0,,,,,
𮰢,12,0,0,,,0,,,,,
𮰣,12,0,0,,,0,,,,,
𮰤,12,0,0,,,0,,,,,
𮰥,12,0,0,,,0,,,,,
𮰦,12,0,0,,,0,,,,,
𮰧,12,0,0,,,0,,,,,
𮰨,12,0,0,,,0,,,,,
𮰩,12,0,0,,,0,,,,,
𮰪,12,0,0,,,0,,,,,
𮰫,12,0,0,,,0,,,,,
𮰬,12,0,0,,,0,,,,,
𮰭,12,0,0,,,0,,,,,
𮰮,12,0,0,,,0,,,,,
𮰯,12,0,0,,,0,,,,,
𮰰,12,0,0,,,0,,,,,
𮰱,12,0,0,,,0,,,,,
𮰲,12,0,0,,,0,,,,,
𮰳,12,0,0,,,0,,,,,
𮰴,12,0,0,,,0,,,,,
𮰵,12,0,0,,,0,,,,,
𮰶,12,0,0,,,0,,,,,
𮰷,12,0,0,,,0,,,,,
𮰸,12,0,0,,,0,,,,,
𮰹,12,0,0,,,0,,,,,
𮰺,12,0,0,,,0,,,,,
𮰻,12,0,0,,,0,,,,,
𮰼,12,0,0,,,0,,,,,
𮰽,12,0,0,,,0,,,,,
𮰾,12,0,0,,,0,,,,,
𮰿,12,0,0,,,0,,,,,
𮱀,12,0,0,,,0,,,,,
𮱁,12,0,0,,,0,,,,,
𮱂,12,0,0,,,0,,,,,
𮱃,12,0,0,,,0,,,,,
𮱄,12,0,0,,,0,,,,,
𮱅,12,0,0,,,0,,,,,
𮱆,12,0,0,,,0,,,,,
𮱇,12,0,0,,,0,,,,,
𮱈,12,0,0,,,0,,,,,
𮱉,12,0,0,,,0,,,,,
𮱊,12,0,0,,,0,,,,,
𮱋,12,0,0,,,0,,,,,
𮱌,12,0,0,,,0,,,,,
𮱍,12,0,0,,,0,,,,,
𮱎,12,0,0,,,0,,,,,
𮱏,12,0,0,,,0,,,,,
𮱐,12,0,0,,,0,,,,,
𮱑,12,0,0,,,0,,,,,
𮱒,12,0,0,,,0,,,,,
𮱓,12,0,0,,,0,,,,,
𮱔,12,0,0,,,0,,,,,
𮱕,12,0,0,,,0,,,,,
𮱖,12,0,0,,,0,,,,,
𮱗,12,0,0,,,0,,,,,
𮱘,12,0,0,,,0,,,,,
𮱙,12,0,0,,,0,,,,,
𮱚,12,0,0,,,0,,,,,
𮱛,12,0,0,,,0,,,,,
𮱜,12,0,0,,,0,,,,,
𮱝,12,0,0,,,0,,,,,
𮱞,12,0,0,,,0,,,,,
𮱟,12,0,0,,,0,,,,,
𮱠,12,0,0,,,0,,,,,
𮱡,12,0,0,,,0,,,,,
𮱢,12,0,0,,,0,,,,,
𮱣,12,0,0,,,0,,,,,
𮱤,12,0,0,,,0,,,,,
𮱥,12,0,0,,,0,,,,,
𮱦,12,0,0,,,0,,,,,
𮱧,12,0,0,,,0,,,,,
𮱨,12,0,0,,,0,,,,,
𮱩,12,0,0,,,0,,,,,
𮱪,12,0,0,,,0,,,,,
𮱫,12,0,0,,,0,,,,,
𮱬,12,0,0,,,0,,,,,
𮱭,12,0,0,,,0,,,,,
𮱮,12,0,0,,,0,,,,,
𮱯,12,0,0,,,0,,,,,
𮱰,12,0,0,,,0,,,,,
𮱱,12,0,0,,,0,,,,,
𮱲,12,0,0,,,0,,,,,
𮱳,12,0,0,,,0,,,,,
𮱴,12,0,0,,,0,,,,,
𮱵,12,0,0,,,0,,,,,
𮱶,12,0,0,,,0,,,,,
𮱷,12,0,0,,,0,,,,,
𮱸,12,0,0,,,0,,,,,
𮱹,12,0,0,,,0,,,,,
𮱺,12,0,0,,,0,,,,,
𮱻,12,0,0,,,0,,,,,
𮱼,12,0,0,,,0,,,,,
𮱽,12,0,0,,,0,,,,,
𮱾,12,0,0,,,0,,,,,
𮱿,12,0,0,,,0,,,,,
𮲀,12,0,0,,,0,,,,,
𮲁,12,0,0,,,0,,,,,
𮲂,12,0,0,,,0,,,,,
𮲃,12,0,0,,,0,,,,,
𮲄,12,0,0,,,0,,,,,
𮲅,12,0,0,,,0,,,,,
𮲆,12,0,0,,,0,,,,,
𮲇,12,0,0,,,0,,,,,
𮲈,12,0,0,,,0,,,,,
𮲉,12,0,0,,,0,,,,,
𮲊,12,0,0,,,0,,,,,
𮲋,12,0,0,,,0,,,,,
𮲌,12,0,0,,,0,,,,,
𮲍,12,0,0,,,0,,,,,
𮲎,12,0,0,,,0,,,,,
𮲏,12,0,0,,,0,,,,,
𮲐,12,0,0,,,0,,,,,
𮲑,12,0,0,,,0,,,,,
𮲒,12,0,0,,,0,,,,,
𮲓,12,0,0,,,0,,,,,
𮲔,12,0,0,,,0,,,,,
𮲕,12,0,0,,,0,,,,,
𮲖,12,0,0,,,0,,,,,
𮲗,12,0,0,,,0,,,,,
𮲘,12,0,0,,,0,,,,,
𮲙,12,0,0,,,0,,,,,
𮲚,12,0,0,,,0,,,,,
𮲛,12,0,0,,,0,,,,,
𮲜,12,0,0,,,0,,,,,
𮲝,12,0,0,,,0,,,,,
𮲞,12,0,0,,,0,,,,,
𮲟,12,0,0,,,0,,,,,
𮲠,12,0,0,,,0,,,,,
𮲡,12,0,0,,,0,,,,,
𮲢,12,0,0,,,0,,,,,
𮲣,12,0,0,,,0,,,,,
𮲤,12,0,0,,,0,,,,,
𮲥,12,0,0,,,0,,,,,
𮲦,12,0,0,,,0,,,,,
𮲧,12,0,0,,,0,,,,,
𮲨,12,0,0,,,0,,,,,
𮲩,12,0,0,,,0,,,,,
𮲪,12,0,0,,,0,,,,,
𮲫,12,0,0,,,0,,,,,
𮲬,12,0,0,,,0,,,,,
𮲭,12,0,0,,,0,,,,,
𮲮,12,0,0,,,0,,,,,
𮲯,12,0,0,,,0,,,,,
𮲰,12,0,0,,,0,,,,,
𮲱,12,0,0,,,0,,,,,
𮲲,12,0,0,,,0,,,,,
𮲳,12,0,0,,,0,,,,,
𮲴,12,0,0,,,0,,,,,
𮲵,12,0,0,,,0,,,,,
𮲶,12,0,0,,,0,,,,,
𮲷,12,0,0,,,0,,,,,
𮲸,12,0,0,,,0,,,,,
𮲹,12,0,0,,,0,,,,,
𮲺,12,0,0,,,0,,,,,
𮲻,12,0,0,,,0,,,,,
𮲼,12,0,0,,,0,,,,,
𮲽,12,0,0,,,0,,,,,
𮲾,12,0,0,,,0,,,,,
𮲿,12,0,0,,,0,,,,,
𮳀,12,0,0,,,0,,,,,
𮳁,12,0,0,,,0,,,,,
𮳂,12,0,0,,,0,,,,,
𮳃,12,0,0,,,0,,,,,
𮳄,12,0,0,,,0,,,,,
𮳅,12,0,0,,,0,,,,,
𮳆,12,0,0,,,0,,,,,
𮳇,12,0,0,,,0,,,,,
𮳈,12,0,0,,,0,,,,,
𮳉,12,0,0,,,0,,,,,
𮳊,12,0,0,,,0,,,,,
𮳋,12,0,0,,,0,,,,,
𮳌,12,0,0,,,0,,,,,
𮳍,12,0,0,,,0,,,,,
𮳎,12,0,0,,,0,,,,,
𮳏,12,0,0,,,0,,,,,
𮳐,12,0,0,,,0,,,,,
𮳑,12,0,0,,,0,,,,,
𮳒,12,0,0,,,0,,,,,
𮳓,12,0,0,,,0,,,,,
𮳔,12,0,0,,,0,,,,,
𮳕,12,0,0,,,0,,,,,
𮳖,12,0,0,,,0,,,,,
𮳗,12,0,0,,,0,,,,,
𮳘,12,0,0,,,0,,,,,
𮳙,12,0,0,,,0,,,,,
𮳚,12,0,0,,,0,,,,,
𮳛,12,0,0,,,0,,,,,
𮳜,12,0,0,,,0,,,,,
𮳝,12,0,0,,,0,,,,,
𮳞,12,0,0,,,0,,,,,
𮳟,12,0,0,,,0,,,,,
𮳠,12,0,0,,,0,,,,,
𮳡,12,0,0,,,0,,,,,
𮳢,12,0,0,,,0,,,,,
𮳣,12,0,0,,,0,,,,,
𮳤,12,0,0,,,0,,,,,
𮳥,12,0,0,,,0,,,,,
𮳦,12,0,0,,,0,,,,,
𮳧,12,0,0,,,0,,,,,
𮳨,12,0,0,,,0,,,,,
𮳩,12,0,0,,,0,,,,,
𮳪,12,0,0,,,0,,,,,
𮳫,12,0,0,,,0,,,,,
𮳬,12,0,0,,,0,,,,,
𮳭,12,0,0,,,0,,,,,
𮳮,12,0,0,,,0,,,,,
𮳯,12,0,0,,,0,,,,,
𮳰,12,0,0,,,0,,,,,
𮳱,12,0,0,,,0,,,,,
𮳲,12,0,0,,,0,,,,,
𮳳,12,0,0,,,0,,,,,
𮳴,12,0,0,,,0,,,,,
𮳵,12,0,0,,,0,,,,,
𮳶,12,0,0,,,0,,,,,
𮳷,12,0,0,,,0,,,,,
𮳸,12,0,0,,,0,,,,,
𮳹,12,0,0,,,0,,,,,
𮳺,12,0,0,,,0,,,,,
𮳻,12,0,0,,,0,,,,,
𮳼,12,0,0,,,0,,,,,
𮳽,12,0,0,,,0,,,,,
𮳾,12,0,0,,,0,,,,,
𮳿,12,0,0,,,0,,,,,
𮴀,12,0,0,,,0,,,,,
𮴁,12,0,0,,,0,,,,,
𮴂,12,0,0,,,0,,,,,
𮴃,12,0,0,,,0,,,,,
𮴄,12,0,0,,,0,,,,,
𮴅,12,0,0,,,0,,,,,
𮴆,12,0,0,,,0,,,,,
𮴇,12,0,0,,,0,,,,,
𮴈,12,0,0,,,0,,,,,
𮴉,12,0,0,,,0,,,,,
𮴊,12,0,0,,,0,,,,,
𮴋,12,0,0,,,0,,,,,
𮴌,12,0,0,,,0,,,,,
𮴍,12,0,0,,,0,,,,,
𮴎,12,0,0,,,0,,,,,
𮴏,12,0,0,,,0,,,,,
𮴐,12,0,0,,,0,,,,,
𮴑,12,0,0,,,0,,,,,
𮴒,12,0,0,,,0,,,,,
𮴓,12,0,0,,,0,,,,,
𮴔,12,0,0,,,0,,,,,
𮴕,12,0,0,,,0,,,,,
𮴖,12,0,0,,,0,,,,,
𮴗,12,0,0,,,0,,,,,
𮴘,12,0,0,,,0,,,,,
𮴙,12,0,0,,,0,,,,,
𮴚,12,0,0,,,0,,,,,
𮴛,12,0,0,,,0,,,,,
𮴜,12,0,0,,,0,,,,,
𮴝,12,0,0,,,0,,,,,
𮴞,12,0,0,,,0,,,,,
𮴟,12,0,0,,,0,,,,,
𮴠,12,0,0,,,0,,,,,
𮴡,12,0,0,,,0,,,,,
𮴢,12,0,0,,,0,,,,,
𮴣,12,0,0,,,0,,,,,
𮴤,12,0,0,,,0,,,,,
𮴥,12,0,0,,,0,,,,,
𮴦,12,0,0,,,0,,,,,
𮴧,12,0,0,,,0,,,,,
𮴨,12,0,0,,,0,,,,,
𮴩,12,0,0,,,0,,,,,
𮴪,12,0,0,,,0,,,,,
𮴫,12,0,0,,,0,,,,,
𮴬,12,0,0,,,0,,,,,
𮴭,12,0,0,,,0,,,,,
𮴮,12,0,0,,,0,,,,,
𮴯,12,0,0,,,0,,,,,
𮴰,12,0,0,,,0,,,,,
𮴱,12,0,0,,,0,,,,,
𮴲,12,0,0,,,0,,,,,
𮴳,12,0,0,,,0,,,,,
𮴴,12,0,0,,,0,,,,,
𮴵,12,0,0,,,0,,,,,
𮴶,12,0,0,,,0,,,,,
𮴷,12,0,0,,,0,,,,,
𮴸,12,0,0,,,0,,,,,
𮴹,12,0,0,,,0,,,,,
𮴺,12,0,0,,,0,,,,,
𮴻,12,0,0,,,0,,,,,
𮴼,12,0,0,,,0,,,,,
𮴽,12,0,0,,,0,,,,,
𮴾,12,0,0,,,0,,,,,
𮴿,12,0,0,,,0,,,,,
𮵀,12,0,0,,,0,,,,,
𮵁,12,0,0,,,0,,,,,
𮵂,12,0,0,,,0,,,,,
𮵃,12,0,0,,,0,,,,,
𮵄,12,0,0,,,0,,,,,
𮵅,12,0,0,,,0,,,,,
𮵆,12,0,0,,,0,,,,,
𮵇,12,0,0,,,0,,,,,
𮵈,12,0,0,,,0,,,,,
𮵉,12,0,0,,,0,,,,,
𮵊,12,0,0,,,0,,,,,
𮵋,12,0,0,,,0,,,,,
𮵌,12,0,0,,,0,,,,,
𮵍,12,0,0,,,0,,,,,
𮵎,12,0,0,,,0,,,,,
𮵏,12,0,0,,,0,,,,,
𮵐,12,0,0,,,0,,,,,
𮵑,12,0,0,,,0,,,,,
𮵒,12,0,0,,,0,,,,,
𮵓,12,0,0,,,0,,,,,
𮵔,12,0,0,,,0,,,,,
𮵕,12,0,0,,,0,,,,,
𮵖,12,0,0,,,0,,,,,
𮵗,12,0,0,,,0,,,,,
𮵘,12,0,0,,,0,,,,,
𮵙,12,0,0,,,0,,,,,
𮵚,12,0,0,,,0,,,,,
𮵛,12,0,0,,,0,,,,,
𮵜,12,0,0,,,0,,,,,
𮵝,12,0,0,,,0,,,,,
