U+29100	𩄀	5	0	0	レイ		17	172		雨𡗓乚日 雨𡗓电	𩃗靈									レイ						郎丁						
U+29101	𩄁	5	0	0	キ		17	172		雨虺	𩃾									キ												
U+29102	𩄂	5	0	0			17	172		雨派																						
U+29103	𩄃	5	0	0			17	172		雨枹																						
U+29104	𩄄	5	0	0	セイ		17	172		雨春	霽									セイ												
U+29105	𩄅	5	0	0			17	172		雨昷													lú									
U+29106	𩄆	5	0	0	セイ		17	172		雨星	醒									セイ												
U+29107	𩄇	5	0	0			17	172		雨𦊄	靈																					
U+29108	𩄈	5	0	0			17	172		雨令云	𩃬																					
U+29109	𩄉	5	0	0	ハク		17	172		雨𭼿	雹									ハク												
U+2910A	𩄊	5	0	0	レイ		17	172		雨計										レイ			lìng									
U+2910B	𩄋	5	0	0			17	172		雨洏													rú									
U+2910C	𩄌	5	0	0			17	172		雨屋																						
U+2910D	𩄍	5	0	0			17	172		雨秋														cau1								
U+2910E	𩄎	5	0	0			17	172		雨眉																			mưa			
U+2910F	𩄏	5	0	0			17	172		雨風	𩂑																		bùng			
U+29110	𩄐	5	0	0			17	172		雨降														gong3					ráng			
U+29111	𩄑	5	0	0			17	172		雨南																			nồm			
U+29112	𩄒	5	0	0			17	172		雴日 雨音																			ũm			
U+29113	𩄓	5	0	0			17	172		雨枼																			rợp			
U+29114	𩄔	5	0	0			17	172		雨拯																			xẩng			
U+29115	𩄕	5	0	0	タン ダン		17	172		雨昰										タン ダン			dàn									
U+29116	𩄖	5	0	0	ボウ モ		17	172		雨彖										ボウ モ			méng									
U+29117	𩄗	5	0	0	カ ゲ		18	172		雨丿止乎										カ ゲ			xià									
U+29118	𩄘	5	0	0	オウ オ		18	172		雨翁										オウ オ			wěng									
U+29119	𩄙	5	0	0	カン ゴン		18	172		雨圅	䨡𩄥									カン ゴン			hán									
U+2911A	𩄚	5	0	0	シ ジ		18	172		雨真 雨眞	𩄠𩆂䨏									シ ジ			zī									
U+2911B	𩄛	5	0	0	チン ジン		18	172		雨陣	䨯									チン ジン			zhèn									
U+2911C	𩄜	5	0	0	サク		18	172		雨索	䨛									サク			sè									
U+2911D	𩄝	5	0	0	サ ザ		18	172		雨差										サ ザ			cuó									
U+2911E	𩄞	5	0	0	レキ リャク		18	172		雨秝	靋									レキ リャク			lì									
U+2911F	𩄟	5	0	0	ガイ		18	172		雨豈	皚									ガイ												
U+29120	𩄠	5	0	0	テン		18	172		雨真 雨眞	𩄚									テン			diān			即夷						
U+29121	𩄡	5	0	0	レン ラン		18	172		雨兼	䨬𩆌									レン ラン			lián			力鹽						
U+29122	𩄢	5	0	0	コウ ク		18	172		雨冓										コウ ク			gòu									
U+29123	𩄣	5	0	0	ライ		18	172		雨田田	雷靁									ライ												
U+29124	𩄤	5	0	0	ハ		18	172		雨𦍤	霸									ハ												
U+29125	𩄥	5	0	0	ライ		18	172		雨巳凵氺 雨已凵氺	𩄙雷䨡									ライ												
U+29126	𩄦	5	0	0	フウ ブ		18	172		雨𢓱										フウ ブ			péng									
U+29127	𩄧	5	0	0	セン		18	172		雨敉	霰									セン												
U+29128	𩄨	5	0	0			18	172		雨骨																			guốt			
U+29129	𩄩	5	0	0			18	172		雨犭几丿丶飞																						
U+2912A	𩄪	5	0	0	エイ		18	172		雨一由火 雨𠆣日丷	霙									エイ			yīng									
U+2912B	𩄫	5	0	0	テイ		18	172		雨辶缶	霆									テイ												
U+2912C	𩄬	5	0	0			18	172		雨浼													hòu									
U+2912D	𩄭	5	0	0	ゴ		18	172		雨悟	窹𥧝									ゴ												
U+2912E	𩄮	5	0	0	タイ		17	161		雨退	退䨴									タイ			duì									
U+2912F	𩄯	5	0	0			18	172		雺目	霧												wù									
U+29130	𩄰	5	0	0			18	172		𩂶灬 雨烈																			sét			
U+29131	𩄱	5	0	0			18	172		雨竜	靇𩆇																		dông			
U+29132	𩄲	5	0	0			18	172		雨迷	𬗮																		mây			
U+29133	𩄳	5	0	0			18	172		雨立立																			tạnh			
U+29134	𩄴	5	0	0			18	172		雨俸																			bóng			
U+29135	𩄵	5	0	0			18	172		雨納 雨糹内																			nấp			
U+29136	𩄶	5	0	0			18	172		雨𥸷																			xối			
U+29137	𩄷	5	0	0	ホウ ヒョウ		18	172		雨白占										ホウ ヒョウ			piào									
U+29138	𩄸	5	0	0	カク		18	172		雨任攴 雨亻壬攴										カク			hè									
U+29139	𩄹	5	0	0			18	172		雨巳一丶月																						
U+2913A	𩄺	5	0	0	ロウ ル		18	172		雨哢										ロウ ル			lóng									
U+2913B	𩄻	5	0	0	バク マク		19	172		雨莫	瞙墓摩									バク マク			mò									
U+2913C	𩄼	5	0	0	ヒ		19	172		雨渄										ヒ			fěi	fei2								
U+2913D	𩄽	5	0	0	ル		19	172		雨婁										ル			lǚ									
U+2913E	𩄾	5	0	0	サク シャク		19	172		雨責										サク シャク			zé									
U+2913F	𩄿	5	0	0	ホツ ボチ		19	172		雨㪍										ホツ ボチ			bó									
U+29140	𩅀	5	0	0	テン チョウ チュウ		19	172		雨執	𩅱𩆔									テン チョウ チュウ			diàn			都念 陟立						
U+29141	𩅁	5	0	0	ボウ モウ		19	172		雨莽 雨芖廾										ボウ モウ			mǎng									
U+29142	𩅂	5	0	0	タン ダン セン ゼン		19	172		𩃘寸 雨專	漙𩃘									タン ダン セン ゼン						度官						
U+29143	𩅃	5	0	0	ソウ ゾウ		19	172		雨崇	崇									ソウ ゾウ			zhuàng									
U+29144	𩅄	5	0	0	ロク		19	172		雨鹿										ロク			lù			盧谷						
U+29145	𩅅	5	0	0	ホウ		19	172		雨洴 雨氵幷	雱									ホウ			pāng									
U+29146	𩅆	5	0	0	タイ		19	172		雨辶日夂 雨𨓤	䨴									タイ			duì									
U+29147	𩅇	5	0	0	ブ		19	172		雨部	蔀									ブ			bù									
U+29148	𩅈	5	0	0			19	172		雴早 𩄒十 雨章	瘴																					
U+29149	𩅉	5	0	0	シュウ シュ		19	172		雨眾	𩅧									シュウ シュ												
U+2914A	𩅊	5	0	0			19	172		雨𬎿火	霙																					
U+2914B	𩅋	5	0	0			19	172		雨健																						
U+2914C	𩅌	5	0	0	チン		19	172		雨尚大 雨尙大	𩂉									チン			chēn									
U+2914D	𩅍	5	0	0			19	172		雨曼													màn	maan6								
U+2914E	𩅎	5	0	0	デン		19	172		雷㇇𠃊尸 雷匚丿丨コ	電									デン												
U+2914F	𩅏	5	0	0	デン		19	172		雷人厸	電									デン												
U+29150	𩅐	5	0	0	リュウ		19	172		𩂩乚日	霤									リュウ												
U+29151	𩅑	5	0	0			19	172		𩂩田 雨㽞	霤																					
U+29152	𩅒	5	0	0	ハク		19	172		雨𦥑文	雹									ハク												
U+29153	𩅓	5	0	0	カク		19	172		雨𨈡	覈𩅢									カク												
U+29154	𩅔	5	0	0			19	172		雨魚																						
U+29155	𩅕	5	0	0			19	172		雨㴆	寖																					
U+29156	𩅖	5	0	0	ケイ		19	172		召雨𡗞										ケイ			xī									
U+29157	𩅗	5	0	0			19	172		雨矛各	𩅬霧																					
U+29158	𩅘	5	0	0			19	172		雨速																			tóc			
U+29159	𩅙	5	0	0			19	172		雨參			𫕨																sẩm			
U+2915A	𩅚	5	0	0			19	172		雨堆																			dồi			
U+2915B	𩅛	5	0	0			19	172		雨逢														fung4					bùng			
U+2915C	𩅜	5	0	0			19	172		雨朗																			ráng			
U+2915D	𩅝	5	0	0	アン		20	172		雲奄	黤									アン			ǎn									
U+2915E	𩅞	5	0	0	チュウ ショウ		20	172		雩重										チュウ ショウ			zhōng									
U+2915F	𩅟	5	0	0	ハク		20	172		雨晶	雹									ハク						蒲角						
U+29160	𩅠	5	0	0	ダン ナン		20	172		雨湳										ダン ナン			nàn									
U+29161	𩅡	5	0	0	タ ダ		20	172		雨隋										タ ダ			tuò									
U+29162	𩅢	5	0	0	カク		20	172		雨敫	覈𩅓									カク			hé									
U+29163	𩅣	5	0	0	タイ		20	172		雨𲐈	䨺									タイ												
U+29164	𩅤	5	0	0	セン		20	172		雨木枚	霰									セン												
U+29165	𩅥	5	0	0	タイ		20	172		雨隊	䨴𩆰									タイ			duì									
U+29166	𩅦	5	0	0	ワン		20	172		雨單			𱁞							ワン			wān			烏關						
U+29167	𩅧	5	0	0			20	172		雨丿罒𰀪𧘇 雨衆	𩅉												zhōng			職戎						
U+29168	𩅨	5	0	0	シン ジン		20	172		雨朁 雨兓日	𩅮									シン ジン			cén			鋤針						
U+29169	𩅩	5	0	0	レキ		20	172		雨厤	靋									レキ			lì									
U+2916A	𩅪	5	0	0	ソウ		20	172		雨湘	霜灀									ソウ			shuāng									
U+2916B	𩅫	5	0	0	タイ		20	172		雨㥞	䨴									タイ												
U+2916C	𩅬	5	0	0			20	172		雨𱳜	𩅗霧																					
U+2916D	𩅭	5	0	0			20	172		雨弼																						
U+2916E	𩅮	5	0	0			20	172		雨替	𩅨												cén									
U+2916F	𩅯	5	0	0	コウ		20	172		雨老老 雨䎜	㑋									コウ												
U+29170	𩅰	5	0	0			20	172		雨斯													sī	si1								
U+29171	𩅱	5	0	0	テン		20	172		雨𡙕	𩅀									テン												
U+29172	𩅲	5	0	0	タイ		20	172		雨巾㒸 雨巾八豕	䨴霴									タイ			duì									
U+29173	𩅳	5	0	0			20	172		雨渴																						
U+29174	𩅴	5	0	0	コン		20	172		雨渾										コン			hūn									
U+29175	𩅵	5	0	0			20	172		雨渥	渥																					
U+29176	𩅶	5	0	0	レイ		20	172		雨户𢨯 雨戶𢨯	靈𩃞零									レイ												
U+29177	𩅷	5	0	0	タン		20	172		雪甚	霮𩅾									タン												
U+29178	𩅸	5	0	0	リュウ	あまだれ	20	172		雨畱	霤									リュウ あまだれ												
U+29179	𩅹	5	0	0			20	172		雨湄																			mây			
U+2917A	𩅺	5	0	0			20	172		雨須																			râu			
U+2917B	𩅻	5	0	0			20	172		雨渚									pelting rain					zyu3					chở			
U+2917C	𩅼	5	0	0	セン レン サン ザン		21	172		雨僉	𩆷									セン レン サン ザン			jiān			子廉 力驗 子鑑						
U+2917D	𩅽	5	0	0	ドウ ヌ ジョウ ニュ		21	172		雨農	濃𩇀									ドウ ヌ ジョウ ニュ			nóng			奴冬						
U+2917E	𩅾	5	0	0	タン		21	172		雲甚	霮𩅷		𫡶							タン			dàn									
U+2917F	𩅿	5	0	0	ハク		21	172		雨溥										ハク			fù			孚縛						
U+29180	𩆀	5	0	0	カク		21	172		雨𣺦 雨氵隻	䨥									カク			huò									
U+29181	𩆁	5	0	0	カイ エ ワイ		21	172		雨會										カイ エ ワイ			huì									
U+29182	𩆂	5	0	0	シ		21	172		雨資	䨏𩆃𩄚									シ			cí			即夷 疾資						
