主,1,1,3,シュ ス,ぬし おも,5,丶部,丶 (てん ちょぼ),主な 主に 主人 主体 自主 主役 店主 持ち主 主流 主力 主題 主たる 君主 地主 当主 主食 売主 家主 神主 主語 主君 主事 馬主 宿主 主水 お主 主神 買主 主意 荷主 名主 送り主 主命 教主 主計 主教 主文 国主 船主 天主 公主 主上 主日 主家 館主 主屋 主筆 持主 売り主 主客 社主 門主 明主 戸主 園主 祭主 主祭 買い主 落とし主 主音 主薬 主部 主馬 会主 県主 水主 主柱 主星 女主 主動 業主 院主 主る 主調 金主 主業 主点 使主 主面 主知 主用 先主 主室 島主 助け主 主根 主島 拾い主 宮主 主木 主都 田主 主取り 主持 記主 主病 作り主,主人公 主人 主体 自主 主役 店主 主流 主力 主題歌 主題 事業主 君主 地主 当主 主食 売主 家主 神主 主語 主君 主事 馬主 宿主 主水 主神 買主 主意 荷主 名主 主命 教主 主計 主教 主文 国主 船主 天主 公主 主上 主日 主家 館主 主屋 主筆 持主 自主練 主客 社主 門主 明主 戸主 園主 祭主 主祭 主音 主薬 主部 主馬 会主 県主 主計局 水主 主柱 君主国 主星 女主 主動 業主 院主 主調 金主 主業 主力組 主点 使主 主題図 天主教 主面 主知 主用 先主 主室 動作主 島主 主根 主島 宮主 主木 主都 田主 主持 記主 所有主 主病 主力車,主な 主に 主人 主体 自主 店主 主力 主たる 地主 当主 主食 売主 家主 主語 馬主 主水 お主 買主 名主 教主 主計 主教 主文 国主 船主 天主 公主 主上 主日 主家 売り主 社主 門主 明主 戸主 園主 買い主 主音 主馬 会主 水主 主星 女主 主る 金主 主点 主知 主用 先主 主室 主木 田主 記主 作り主 主人公 主力組 天主教 主力車
丼,1,2,10,,どんぶり どん,5,丶部,丶 (てん ちょぼ),丼もの 丼物 漬け丼 丼飯 丼鉢 丼ご飯,牛丼 天丼 親子丼 豚丼 海鮮丼 丼物 中華丼 鉄火丼 焼肉丼 勝手丼 丼飯 麻婆丼 他人丼 豆腐丼 天津丼 卵丼 丼鉢,丼もの 丼物 漬け丼 丼飯 丼鉢 丼ご飯 牛丼 天丼 親子丼 豚丼 海鮮丼 中華丼 鉄火丼 焼肉丼 勝手丼 麻婆丼 他人丼 豆腐丼 天津丼 卵丼
丽,1,0,0,レイ,,0,丶部,丶 (てん ちょぼ),,,
举,1,0,0,,,0,丶部,丶 (てん ちょぼ),,,
丿,1,2,12,ヘツ ヘチ ヨウ エイ,の,1,丿部,丿 (の はらいぼう),,,
乀,1,4,0,フツ ブチ レツ レチ,,0,丿部,丿 (の はらいぼう),,,
乁,1,0,0,イ,,0,丿部,丿 (の はらいぼう),,,
乂,1,2,12,ガイ ゲ,おさめる かる,2,丿部,丿 (の はらいぼう),,,
乃,1,1,11,ノ ダイ ナイ アイ,すなわち の なんじ,2,丿部,丿 (の はらいぼう),乃至 乃ち 木乃伊 乃公,乃至 木乃伊 乃公,乃至 乃ち 乃公
乄,1,0,0,,しめ,0,丿部,丿 (の はらいぼう),,,
久,1,1,5,キュウ ク,ひさ-しい,3,丿部,丿 (の はらいぼう),久しぶり 永久 久遠 久しい 持久 久松 長久 久方 久三 久久 久びさ 地久,永久 久遠 持久 半永久 持久力 半永久的 久松 長久 持久戦 持久走 久方 久三 久久 地久節 地久,久しぶり 久遠 久しい 持久 久松 長久 久方 久三 久びさ 地久 持久力 持久戦 持久走 地久節
乆,1,0,0,キュウ,ひさしい,0,丿部,丿 (の はらいぼう),,,
乇,1,4,0,タク チャク,,0,丿部,丿 (の はらいぼう),,,
么,1,4,0,ヨウ,,0,丿部,丿 (の はらいぼう),,,
义,1,0,0,ギ,よい,0,丿部,丿 (の はらいぼう),,,
乊,1,0,0,,,0,丿部,丿 (の はらいぼう),,,
之,1,1,11,シ,の これ ゆく おいて この,3,丿部,丿 (の はらいぼう),之れ 日之出 承知之助,日之出 承知之助,之れ 日之出 承知之助
乌,1,0,0,,,0,丿部,丿 (の はらいぼう),,,
乍,1,1,11,サ ジャ サク,ながら たちまち,5,丿部,丿 (の はらいぼう),乍ら,,乍ら
乎,1,1,11,コ オ ゴ,を ああ か かな や よ,5,丿部,丿 (の はらいぼう),断乎 確乎 醇乎,断乎 確乎 醇乎,断乎 確乎
乏,1,1,8,ボウ,とぼ-しい,4,丿部,丿 (の はらいぼう),貧乏 乏しい 欠乏 乏い 耐乏,貧乏 貧乏人 欠乏 貧乏性 貧乏神 耐乏,貧乏 乏しい 欠乏 乏い 耐乏 貧乏人 貧乏性 貧乏神
乐,1,0,0,,,0,丿部,丿 (の はらいぼう),,,
乑,1,4,0,ギン ゴン ハン シュウ,,0,丿部,丿 (の はらいぼう),,,
乒,1,0,0,ヘイ,,0,丿部,丿 (の はらいぼう),,,
乓,1,0,0,ホウ,,0,丿部,丿 (の はらいぼう),,,
