U+3400,㐀,4,0,0,キュウ,おか,5,0,,卝一,,,
U+3401,㐁,4,0,0,テン,,6,0,,-𠆣口,,,
U+3402,㐂,4,3,0,キ,よろこぶ,6,0,,七七七,,,
U+3403,㐃,4,0,0,,,3,1,,-𠃋丶丨,,,
U+3404,㐄,4,0,0,カ ケ,,3,1,,丨匸 丨厂一 丨匚 ⿼𰀁丨 十𠃊,,,
U+3405,㐅,4,0,0,ゴ,,2,3,,㐅丿丶,,,
U+3406,㐆,4,4,0,,,6,3,,𠂆𫜹𠃌 丿尸一𠃌,,,
U+3407,㐇,4,0,0,,,3,4,,九乙,,,
U+3408,㐈,4,0,0,,,3,4,,入乙,,,
U+3409,㐉,4,0,0,,,3,4,,丁乙,,,
U+340A,㐊,4,0,0,,,4,4,,士乙,,,
U+340B,㐋,4,0,0,,,4,4,,土乙 十𠀂,,,
U+340C,㐌,4,0,0,イ,,5,4,,𠂉也,,,
U+340D,㐍,4,0,0,,,5,4,,爫乙,,,
U+340E,㐎,4,0,0,,,5,4,,文乙,,,
U+340F,㐏,4,0,0,,,5,4,,五乙,,,
U+3410,㐐,4,0,0,,,6,4,,奴乙,,,
U+3411,㐑,4,0,0,,,6,4,,冬乙,,,
U+3412,㐒,4,0,0,,,6,4,,召乙,,,
U+3413,㐓,4,0,0,,,6,4,,可乙,,,
U+3414,㐔,4,0,0,,,6,4,,丶𠮛乙 亠口乙,,,
U+3415,㐕,4,0,0,,,6,4,,由乙,,,
U+3416,㐖,4,0,0,ケツ ゲチ,,7,4,,吉乚,,,
U+3417,㐗,4,0,0,,,7,4,,老乙,,,
U+3418,㐘,4,0,0,,,7,4,,米乙,,,
U+3419,㐙,4,0,0,,,8,4,,豆乙,,,
U+341A,㐚,4,0,0,,,8,4,,吾乙,,,
U+341B,㐛,4,0,0,,,8,4,,佑乙,,,
U+341C,㐜,4,0,0,キュウ グ,,9,4,,求九,,,
U+341D,㐝,4,0,0,,,9,4,,拘乙,,,
U+341E,㐞,4,0,0,,,9,4,,其乙,,,
U+341F,㐟,4,0,0,,,9,4,,非乙,,,
U+3420,㐠,4,0,0,,,9,4,,乳乙,,,
U+3421,㐡,4,0,0,ジュ,,11,4,,九耎,,,
U+3422,㐢,4,0,0,,,11,4,,浮乙,,,
U+3423,㐣,4,0,0,,,11,4,,庫乙,,,
U+3424,㐤,4,0,0,タン キュウ,,12,4,,九真 九眞,,,
U+3425,㐥,4,0,0,,,16,4,,鋤乙,,,
U+3426,㐦,4,0,0,,,19,4,,擧乙,,,
U+3427,㐧,4,0,0,ダイ テイ,ただ ついで やしき,4,5,,丶丿亅乛 𰀪亅乛 亅𠃑丿,,,
U+3428,㐨,4,0,0,ショ ジョ,,8,5,,予予,,,
U+3429,㐩,4,0,0,キョウ ゴ,,8,6,,井井,,,
U+342A,㐪,4,0,0,ガイ,い,6,7,,亠人凵,,,
U+342B,㐫,4,0,0,キョウ ク,わるい,6,7,,亠凶,,,
U+342C,㐬,4,4,0,リュウ ル コウ トツ,,7,7,,亠𠫝 𠫓𫶧,,,
U+342D,㐭,4,0,0,リン,くら,8,7,,亠回,,,
U+342E,㐮,4,4,0,ジョウ ショウ ソウ,,13,7,,六𠀎𧘇,,,
U+342F,㐯,4,0,0,ヨウ,あげる,17,7,,亠吕香,,,
U+3430,㐰,4,0,0,シン,,5,8,,亻口,,,
U+3431,㐱,4,0,0,シン,,5,8,,人彡,,,
U+3432,㐲,4,0,0,フク タイ ダイ,ふせる ふす,5,8,,亻大,,,
U+3433,㐳,4,0,0,ゴツ,,5,8,,亻兀,,,
U+3434,㐴,4,0,0,ハン,,5,8,,亻夕,,,
U+3435,㐵,4,0,0,,,5,8,,亻于,,,
U+3436,㐶,4,0,0,,,5,8,,亻巳,,,
U+3437,㐷,4,0,0,,,5,8,,亻马,,,
U+3438,㐸,4,0,0,ケン,,6,8,,亻欠,,,
U+3439,㐹,4,0,0,キツ,,6,8,,亻气,,,
U+343A,㐺,4,0,0,ギン シュウ,,6,8,,亻𠆧,,,
U+343B,㐻,4,0,0,ダイ ネ,,6,8,,亻内 亻內,,,
U+343C,㐼,4,0,0,ショウ,,6,8,,亻升,,,
U+343D,㐽,4,0,0,,,6,8,,亻风,,,
U+343E,㐾,4,0,0,,,6,8,,亻元,,,
U+343F,㐿,4,0,0,,,6,8,,亻手,,,
U+3440,㑀,4,0,0,,,6,8,,亻太,,,
U+3441,㑁,4,0,0,チュツ,,7,8,,亻出,,,
U+3442,㑂,4,0,0,ホウ,さまよう にる,7,8,,亻丙,,,
U+3443,㑃,4,0,0,オウ,,7,8,,亻幼,,,
U+3444,㑄,4,0,0,ブ,,7,8,,亻母,,,
U+3445,㑅,4,0,0,サク,,7,8,,亻𠂉上,,,
U+3446,㑆,4,0,0,,,7,8,,亻兄,,,
U+3447,㑇,4,0,0,,,7,8,,亻刍,,,
U+3448,㑈,4,0,0,,,7,8,,亻东,,,
U+3449,㑉,4,0,0,シュク,,8,8,,亻夙,,,
U+344A,㑊,4,0,0,エキ ヤク,,8,8,,亻亦,,,
U+344B,㑋,4,0,0,キュウ ク,,8,8,,亻曲,,,
U+344C,㑌,4,0,0,オウ,,8,8,,亻匡,,,
U+344D,㑍,4,0,0,ライ レ,,8,8,,亻耒,,,
U+344E,㑎,4,0,0,ドウ ノウ,,8,8,,亻𭗼,,,
U+344F,㑏,4,0,0,,,8,8,,亻守,,,
U+3450,㑐,4,0,0,シュク,,8,8,,亻尗,,,
U+3451,㑑,4,0,0,サン,,8,8,,亻自,,,
U+3452,㑒,4,0,0,セン,みな,8,8,,亼人口,,,
U+3453,㑓,4,0,0,シュン,すぐれる,8,8,,亻𭆙,,,
U+3454,㑔,4,0,0,,,8,8,,亻页,,,
U+3455,㑕,4,0,0,,,8,8,,亻岁,,,
U+3456,㑖,4,0,0,,,8,8,,亻仲,,,
U+3457,㑗,4,0,0,シン,,9,8,,亻身,,,
U+3458,㑘,4,0,0,カイ,,9,8,,亻戒,,,
U+3459,㑙,4,0,0,チョウ,,9,8,,亻𦔮 亻耴 佴乚,,,
U+345A,㑚,4,0,0,ダ,,9,8,,亻那,,,
U+345B,㑛,4,0,0,ソク ショク,,9,8,,亻束,,,
U+345C,㑜,4,0,0,テイ エイ セツ セチ,,9,8,,亻折,,,
U+345D,㑝,4,0,0,,,9,8,,亻弄,,,
U+345E,㑞,4,0,0,ヨウ,,9,8,,亻灷,,,
U+345F,㑟,4,0,0,ホウ ヒョウ,,9,8,,亻兵,,,
U+3460,㑠,4,0,0,,,9,8,,亻坚,,,
U+3461,㑡,4,0,0,,,9,8,,亻即,,,
U+3462,㑢,4,0,0,,,9,8,,亻却 佉卩,,,
U+3463,㑣,4,0,0,ラン,,10,8,,亻林,,,
U+3464,㑤,4,0,0,ボウ,,11,8,,亻苗,,,
U+3465,㑥,4,0,0,イ シ,,10,8,,亻易,,,
U+3466,㑦,4,0,0,レイ ライ,,10,8,,亻戾 𬽬犬,,,
U+3467,㑧,4,0,0,キ,おそれる,10,8,,亻季,,,
U+3468,㑨,4,4,0,,また,10,8,,亻口矢,,,
U+3469,㑩,4,0,0,,,10,8,,亻罗,,,
U+346A,㑪,4,4,0,サイ ザイ セイ,,10,8,,亻斉,,,
U+346B,㑫,4,0,0,,,10,8,,亻念,,,
U+346C,㑬,4,0,0,,,10,8,,亻姑 㚢古,,,
U+346D,㑭,4,0,0,,,10,8,,亻畀,,,
U+346E,㑮,4,0,0,コン ゴン,,11,8,,亻軍,,,
U+346F,㑯,4,0,0,シュ,,11,8,,亻頁,,,
U+3470,㑰,4,0,0,,,11,8,,亻彖,,,
U+3471,㑱,4,0,0,ショウ,,11,8,,亻柔,,,
U+3472,㑲,4,0,0,,,11,8,,亻南,,,
U+3473,㑳,4,0,0,シュウ シュ ス ドウ ノウ,,12,8,,亻芻,,,
U+3474,㑴,4,0,0,シン,,12,8,,亻𫜹冖𠬥 亻⺕冖𠬥,,,
U+3475,㑵,4,0,0,シツ,ねたむ,12,8,,亻疾,,,
U+3476,㑶,4,0,0,キ ケ,,12,8,,亻氣,,,
U+3477,㑷,4,0,0,タイ,,12,8,,亻能,,,
U+3478,㑸,4,0,0,ヨウ,,12,8,,亻古可,,,
U+3479,㑹,4,0,0,カイ エ,あう,12,8,,亼由日 亼𭥫,,,
U+347A,㑺,4,0,0,,,12,8,,亻隽,,,
U+347B,㑻,4,0,0,バツ マチ,,13,8,,亻密,,,
U+347C,㑼,4,0,0,リャク,,13,8,,亻略 佃各,,,
U+347D,㑽,4,0,0,トウ,,13,8,,亻堂,,,
U+347E,㑾,4,0,0,ヨウ,,13,8,,亻䚻,,,
U+347F,㑿,4,0,0,ソウ ジョウ,,13,8,,亻巢,,,
U+3480,㒀,4,0,0,タク チャク タ チャ,,13,8,,亻啇,,,
U+3481,㒁,4,0,0,グ,,13,8,,亻圉,,,
U+3482,㒂,4,0,0,チャク,,14,8,,亻著,,,
U+3483,㒃,4,0,0,ジ,,14,8,,亻貳,,,
U+3484,㒄,4,0,0,ゼン ネン セン,,14,8,,亻然,,,
U+3485,㒅,4,0,0,ケイ,,14,8,,亻袲,,,
U+3486,㒆,4,0,0,キュウ,,14,8,,亻翕,,,
U+3487,㒇,4,0,0,ブ,,14,8,,亻無,,,
U+3488,㒈,4,0,0,カン,,14,8,,亻敢,,,
U+3489,㒉,4,0,0,ショウ,,14,8,,亻棠,,,
U+348A,㒊,4,0,0,シュウ,,14,8,,亻歰 亻𠃌一勹一丿𣥖 亻刃刃𣥖,,,
