U+31350,𱍐,11,0,0,,,5,0 112,,,,
U+31351,𱍑,11,0,0,,,6,0,,,,
U+31352,𱍒,11,0,0,,,7,0,,,,
U+31353,𱍓,11,0,0,,,8,0,,,,
U+31354,𱍔,11,0,0,,,8,0,,,,
U+31355,𱍕,11,0,0,,,8,0,,,,
U+31356,𱍖,11,0,0,,,8,0,,,,
U+31357,𱍗,11,0,0,,,8,0,,,,
U+31358,𱍘,11,0,0,,,10,0,,,,
U+31359,𱍙,11,0,0,,,10,0,,,,
U+3135A,𱍚,11,0,0,,,10,0,,,,
U+3135B,𱍛,11,0,0,,,10,0,,,,
U+3135C,𱍜,11,0,0,,,10,0,,,,
U+3135D,𱍝,11,0,0,,,10,0,,,,
U+3135E,𱍞,11,0,0,,,11,0,,,,
U+3135F,𱍟,11,0,0,,,11,0,,,,
U+31360,𱍠,11,0,0,,,12,0,,,,
U+31361,𱍡,11,0,0,,,12,0,,,,
U+31362,𱍢,11,0,0,,,13,0,,,,
U+31363,𱍣,11,0,0,,,13,0,,,,
U+31364,𱍤,11,0,0,,,13,0,,,,
U+31365,𱍥,11,0,0,,,14,0,,,,
U+31366,𱍦,11,0,0,,,15,0,,,,
U+31367,𱍧,11,0,0,,,15,0,,,,
U+31368,𱍨,11,0,0,,,16,0,,,,
U+31369,𱍩,11,0,0,,,17,0,,,,
U+3136A,𱍪,11,0,0,,,25,0,,,,
U+3136B,𱍫,11,0,0,,,3,1,,,,
U+3136C,𱍬,11,0,0,,,6,1,,,,
U+3136D,𱍭,11,0,0,,,8,1,,,,
U+3136E,𱍮,11,0,0,,,8,1,,,,
U+3136F,𱍯,11,0,0,,,8,1,,,,
U+31370,𱍰,11,0,0,,,8,1,,,,
U+31371,𱍱,11,0,0,,,10,1,,,,
U+31372,𱍲,11,0,0,,,10,1,,,,
U+31373,𱍳,11,0,0,,,10,1,,,,
U+31374,𱍴,11,0,0,,,11,1,,,,
U+31375,𱍵,11,0,0,,,12,1,,,,
U+31376,𱍶,11,0,0,,,17,1,,,,
U+31377,𱍷,11,0,0,,,4,2,,,,
U+31378,𱍸,11,0,0,,,3,3,,,,
U+31379,𱍹,11,0,0,,,3,3,,,,
U+3137A,𱍺,11,0,0,,,5,3,,,,
U+3137B,𱍻,11,0,0,,,6,3,,,,
U+3137C,𱍼,11,0,0,,,7,3,,,,
U+3137D,𱍽,11,0,0,,,10,3,,,,
U+3137E,𱍾,11,0,0,,,13,3,,,,
U+3137F,𱍿,11,0,0,,,14,3,,,,
U+31380,𱎀,11,0,0,,,4,4,,,,
U+31381,𱎁,11,0,0,,,5,4,,,,
U+31382,𱎂,11,0,0,,,6,4,,,,
U+31383,𱎃,11,0,0,,,6,4,,,,
U+31384,𱎄,11,0,0,,,7,4,,,,
U+31385,𱎅,11,0,0,,,7,4,,,,
U+31386,𱎆,11,0,0,,,8,4,,,,
U+31387,𱎇,11,0,0,,,9,4,,,,
U+31388,𱎈,11,0,0,,,10,4,,,,
U+31389,𱎉,11,0,0,,,10,4,,,,
U+3138A,𱎊,11,0,0,,,10,4,,,,
U+3138B,𱎋,11,0,0,,,10,4,,,,
U+3138C,𱎌,11,0,0,,,12,4,,,,
U+3138D,𱎍,11,0,0,,,12,4,,,,
U+3138E,𱎎,11,0,0,,,13,4,,,,
U+3138F,𱎏,11,0,0,,,14,4,,,,
