U+7872,硲,1,1,11,,はざま,12,111,石 (いしへん),石谷,,,
U+7873,硳,1,0,0,,,12,111,石 (いしへん),石赤,,,
U+7874,硴,1,2,12,カキ,,12,111,石 (いしへん),石花,,,
U+7875,硵,1,0,0,,,12,111,石 (いしへん),石卤,,,
U+7876,硶,1,0,0,,,12,111,石 (いしへん),石岑,,,
U+7877,硷,1,0,0,,,12,111,石 (いしへん),石佥,,,
U+7878,硸,1,0,0,ギャク ガク,,13,111,石 (いしへん),石岸,,,
U+7879,硹,1,0,0,シュウ シュ,,13,111,石 (いしへん),石松,,,
U+787A,硺,1,0,0,タク チョク,,13,111,石 (いしへん),石豖,,,
U+787B,硻,1,0,0,コウ キョウ,かたい つよい,13,111,石 (いし),臤石,,,
U+787C,硼,1,2,12,ホウ ヒョウ,,13,111,石 (いしへん),石朋 𱳮月,硼素 硼酸 硼砂,硼素 硼酸 硼砂,硼素 硼酸 硼砂
U+787D,硽,1,0,0,エン,,13,111,石 (いしへん),石奄,,,
U+787E,硾,1,0,0,ツイ タ,,13,111,石 (いしへん),石垂,,,
U+787F,硿,1,0,0,コウ ク,,13,111,石 (いしへん),石空,,,
U+7880,碀,1,0,0,ソウ ジョウ,,11,111,石 (いしへん),石争 石爭,,,
U+7881,碁,1,1,9,ゴ,,13,111,石 (いし),其石,囲碁 碁盤 碁石 碁聖 詰碁 碁打ち 碁会 詰め碁 置碁 碁敵 碁界 早碁 置き碁 持碁 碁所 打碁,囲碁 碁盤 碁石 碁会所 碁聖 詰碁 囲碁部 碁聖戦 碁会 置碁 碁敵 碁界 早碁 持碁 碁所 打碁,囲碁 碁盤 碁石 碁聖 詰碁 碁打ち 碁会 詰め碁 置碁 碁敵 碁界 早碁 置き碁 持碁 碁所 打碁 碁会所 囲碁部 碁聖戦
U+7882,碂,1,0,0,ソウ ス,,13,111,石 (いしへん),石宗,,,
U+7883,碃,1,0,0,セイ ショウ,,13,111,石 (いしへん),石青 石靑,,,
U+7884,碄,1,0,0,リン,,13,111,石 (いしへん),石林,,,
U+7885,碅,1,0,0,キン キョウ,,13,111,石 (いしへん),石囷,,,
U+7886,碆,1,2,12,ハ バ,,13,111,石 (いし),波石,,,
U+7887,碇,1,1,11,テイ チョウ,いかり,13,111,石 (いしへん),石定,碇泊 碇石 碇草,碇泊 碇石 碇草,碇泊 碇石 碇草
U+7888,碈,1,0,0,ビン,,13,111,石 (いしへん),石昏,,,
U+7889,碉,1,0,0,チョウ,,13,111,石 (いしへん),石周,,,
U+788A,碊,1,4,0,サン セン ゼン,,13,111,石 (いしへん),石戔,,,
U+788B,碋,1,0,0,カ ガ,,13,111,石 (いしへん),石岢,,,
U+788C,碌,1,2,12,ロク ラク リョク,,13,111,石 (いしへん),石录 石彔,碌な 耄碌 碌に,耄碌,碌な 碌に
U+788D,碍,1,1,11,ガイ ゲ ギ,さまたげる,13,111,石 (いしへん),石㝵,障碍 無碍 碍子,障碍 無碍 碍子 障碍者,障碍 無碍 碍子 障碍者
U+788E,碎,1,2,12,セ サイ,くだく,13,111,石 (いしへん),石卒,碎く,,碎く
U+788F,碏,1,0,0,セキ シャク サク,,13,111,石 (いしへん),石昔,,,
U+7890,碐,1,0,0,リョウ ロウ,,13,111,石 (いしへん),石夌,,,
U+7891,碑,1,1,8,ヒ,,14,111,石 (いしへん),石卑,石碑 歌碑 句碑 碑文 墓碑 板碑 詩碑 碑石 口碑 建碑 碑林 碑面 古碑 断碑 碑刻 碑陰,石碑 記念碑 歌碑 句碑 慰霊碑 碑文 墓碑 板碑 詩碑 忠魂碑 碑石 口碑 建碑 碑林 碑面 古碑 断碑 碑刻 碑陰,石碑 歌碑 句碑 碑文 墓碑 板碑 詩碑 碑石 口碑 建碑 碑林 碑面 古碑 断碑 碑刻 碑陰 記念碑
U+7892,碒,1,0,0,ギン ゴン,,13,111,石 (いしへん),石金,,,
U+7893,碓,1,1,11,タイ ツイ テ,うす,13,111,石 (いしへん),石隹,,,
U+7894,碔,1,4,0,ブ ム,,13,111,石 (いしへん),石武,,,
U+7895,碕,1,1,11,キ ギ ゲ,さき,13,111,石 (いしへん),石奇,,,
U+7896,碖,1,0,0,ロン リン,,13,111,石 (いしへん),石侖,,,
U+7897,碗,1,1,11,ワン,,13,111,石 (いしへん),石宛,茶碗 飯碗 碗皿 汁碗 金碗 名碗,茶碗 飯碗 碗皿 汁碗 金碗 名碗,茶碗 飯碗 碗皿 汁碗 金碗 名碗
U+7898,碘,1,0,0,テン,,13,111,石 (いしへん),石典,,,
U+7899,碙,1,0,0,コウ,,13,111,石 (いしへん),石岡,,,
U+789A,碚,1,2,12,ハイ,,13,111,石 (いしへん),石咅,,,
U+789B,碛,1,0,0,,,13,111,石 (いしへん),石责,,,
U+789C,碜,1,0,0,,,13,111,石 (いしへん),石参,,,
U+789D,碝,1,4,0,ゼン ネン,,14,111,石 (いしへん),石耎,,,
U+789E,碞,1,4,0,ガン ギン ゴン ゲン,,14,111,石 (いし),品石,,,
U+789F,碟,1,4,0,ジョウ セツ チョウ ゼチ,,14,111,石 (いしへん),石枼,,,
U+78A0,碠,1,0,0,テイ チョウ,,14,111,石 (いしへん),石亭,,,
U+78A1,碡,1,0,0,トク ドク,,14,111,石 (いしへん),石毒,,,
U+78A2,碢,1,0,0,タ ダ,,13,111,石 (いしへん),石咼,,,
U+78A3,碣,1,2,12,ケツ ゲチ ゲイ カチ エチ ケイ カツ アツ,いしぶみ,14,111,石 (いしへん),石曷,,,
U+78A4,碤,1,4,0,エイ ヨウ,,13,111,石 (いしへん),石英,,,
U+78A5,碥,1,0,0,ヘン,,14,111,石 (いしへん),𰦩𠕁 石扁,,,
U+78A6,碦,1,0,0,カク キャク,,14,111,石 (いしへん),石客,,,
U+78A7,碧,1,1,11,ヘキ ヒャク,あお みどり,14,111,石 (いし),珀石,紺碧 碧い 碧眼 碧海 三碧 碧玉 碧空 碧水 碧色 碧雲 一碧 碧巌 金碧 碧落,紺碧 碧眼 碧海 三碧 碧玉 碧空 碧水 碧色 碧雲 一碧 碧巌 金碧 碧落,紺碧 碧い 碧眼 碧海 三碧 碧玉 碧空 碧水 碧色 碧雲 一碧 金碧 碧落
U+78A8,碨,1,0,0,ワイ イ エ,,14,111,石 (いしへん),石畏,,,
U+78A9,碩,1,1,11,セキ ジャク,おおきい,14,111,石 (いしへん),石頁,碩学 碩徳,碩学 碩徳,碩学 碩徳
U+78AA,碪,1,2,12,ガン ゴン カン コン チン,きぬた,14,111,石 (いしへん),石甚,,,
U+78AB,碫,1,0,0,タン ダン,,14,111,石 (いしへん),石段,,,
U+78AC,碬,1,0,0,カ ゲ,,14,111,石 (いしへん),石叚,,,
U+78AD,碭,1,3,0,トウ ドウ,あふれる おおきい すぎる つく,14,111,石 (いしへん),石昜,,,
U+78AE,碮,1,0,0,テイ ダイ,,14,111,石 (いしへん),石是,,,
U+78AF,碯,1,2,12,ドウ ノウ,,14,111,石 (いしへん),石𡿺,,,
U+78B0,碰,1,3,0,ホウ,,13,111,石 (いしへん),石並 石䒑丱一 石八一丱一,,,
U+78B1,碱,1,0,0,ケン,,14,111,石 (いしへん),石咸,,,
U+78B2,碲,1,0,0,テイ,,14,111,石 (いしへん),石帝,,,
U+78B3,碳,1,0,0,タン,,14,111,石 (いしへん),石炭,,,
U+78B4,碴,1,0,0,,,14,111,石 (いしへん),石查,,,
U+78B5,碵,1,2,12,セキ ヒロ,,14,111,石 (いしへん),石貞,,,
