U+26100,𦄀,5,0,0,,,16,119,,,,
U+26101,𦄁,5,0,0,,,16,119,,,,
U+26102,𦄂,5,0,0,タイ,,17,119,,,,
U+26103,𦄃,5,0,0,,,16,119,,,,
U+26104,𦄄,5,0,0,,,16,119,,,,
U+26105,𦄅,5,0,0,,,16,119,,,,
U+26106,𦄆,5,0,0,,,16,119,,,,
U+26107,𦄇,5,0,0,,,16,119,,,,
U+26108,𦄈,5,0,0,,,16,119,,,,
U+26109,𦄉,5,0,0,シュク,,17,119,,,,
U+2610A,𦄊,5,0,0,ケイ,,17,119,,,,
U+2610B,𦄋,5,0,0,チョウ,,17,119,,,,
U+2610C,𦄌,5,0,0,ダイ ナイ,,17,119,,,,
U+2610D,𦄍,5,0,0,ソウ ショウ,,17,119,,,,
U+2610E,𦄎,5,0,0,サツ,,17,119,,,,
U+2610F,𦄏,5,0,0,ソウ ショウ,,17,119,,,,
U+26110,𦄐,5,0,0,キン コン ビ ミ,,17,119,,,,
U+26111,𦄑,5,0,0,セイ,,17,119,,,,
U+26112,𦄒,5,0,0,ヘン,,17,119,,,,
U+26113,𦄓,5,0,0,トウ ツ,,17,119,,,,
U+26114,𦄔,5,0,0,テツ テチ,,17,119,,,,
U+26115,𦄕,5,0,0,ヘイ,,17,119,,,,
U+26116,𦄖,5,0,0,シュウ,,17,119,,,,
U+26117,𦄗,5,0,0,リョウ,,17,119,,,,
U+26118,𦄘,5,0,0,チン,,17,119,,,,
U+26119,𦄙,5,0,0,サク,,17,119,,,,
U+2611A,𦄚,5,0,0,ジュウ,,17,119,,,,
U+2611B,𦄛,5,0,0,シ,,17,119,,,,
U+2611C,𦄜,5,0,0,コウ ク,,17,119,,,,
U+2611D,𦄝,5,0,0,,,17,119,,,,
U+2611E,𦄞,5,0,0,,,17,119,,,,
U+2611F,𦄟,5,0,0,,,17,119,,,,
U+26120,𦄠,5,0,0,,,17,119,,,,
U+26121,𦄡,5,0,0,,,17,119,,,,
U+26122,𦄢,5,0,0,,,17,119,,,,
U+26123,𦄣,5,0,0,,,17,119,,,,
U+26124,𦄤,5,0,0,,,17,119,,,,
U+26125,𦄥,5,0,0,,,17,119,,,,
U+26126,𦄦,5,0,0,,,17,119,,,,
U+26127,𦄧,5,0,0,,,17,119,,,,
U+26128,𦄨,5,0,0,,,17,119,,,,
U+26129,𦄩,5,0,0,,,17,119,,,,
U+2612A,𦄪,5,0,0,,,17,119,,,,
U+2612B,𦄫,5,0,0,,,17,119,,,,
U+2612C,𦄬,5,0,0,,,17,119,,,,
U+2612D,𦄭,5,0,0,,,17,119,,,,
U+2612E,𦄮,5,0,0,,,17,119,,,,
U+2612F,𦄯,5,0,0,テン,,17,119,,,,
U+26130,𦄰,5,0,0,コク,,17,119,,,,
U+26131,𦄱,5,0,0,ヘン,,17,119,,,,
U+26132,𦄲,5,0,0,シュク,,17,119,,,,
U+26133,𦄳,5,0,0,,,17,119,,,,
U+26134,𦄴,5,0,0,,,17,119,,,,
U+26135,𦄵,5,0,0,,,17,119,,,,
U+26136,𦄶,5,0,0,,,17,119,,,,
U+26137,𦄷,5,0,0,,,17,119,,,,
U+26138,𦄸,5,0,0,,,17,119,,,,
U+26139,𦄹,5,0,0,,,17,119,,,,
U+2613A,𦄺,5,0,0,,,17,119,,,,
U+2613B,𦄻,5,0,0,,かせ,17,119,,,,
U+2613C,𦄼,5,0,0,シュウ ショウ シュ,,18,119,,,,
U+2613D,𦄽,5,0,0,キョ ゴ,,18,119,,,,
U+2613E,𦄾,5,0,0,ホク ボク,,18,119,,,,
U+2613F,𦄿,5,0,0,ボク,,18,119,,,,
U+26140,𦅀,5,0,0,シン ジン,,18,119,,,,
U+26141,𦅁,5,0,0,タ,,18,119,,,,
U+26142,𦅂,5,0,0,,,18,119,,,,
U+26143,𦅃,5,0,0,ショウ,,18,119,,,,
U+26144,𦅄,5,0,0,テツ デチ,,18,119,,,,
U+26145,𦅅,5,0,0,,,18,119,,,,
U+26146,𦅆,5,0,0,テン デン,,18,119,,,,
U+26147,𦅇,5,0,0,ソウ,,18,119,,,,
U+26148,𦅈,5,0,0,ホウ ヒョウ,,18,119,,,,
U+26149,𦅉,5,0,0,ショク,,18,119,,,,
U+2614A,𦅊,5,0,0,サク,,18,119,,,,
U+2614B,𦅋,5,0,0,ケン,,18,119,,,,
U+2614C,𦅌,5,0,0,トウ,,18,119,,,,
U+2614D,𦅍,5,0,0,ルイ,,18,119,,,,
U+2614E,𦅎,5,0,0,ジュ,,18,119,,,,
U+2614F,𦅏,5,0,0,ジュ,,18,119,,,,
U+26150,𦅐,5,0,0,ケン,,18,119,,,,
U+26151,𦅑,5,0,0,ジュン,,18,119,,,,
U+26152,𦅒,5,0,0,ソウ,,18,119,,,,
U+26153,𦅓,5,0,0,シュ ショウ,,18,119,,,,
U+26154,𦅔,5,0,0,ボク モク,,18,119,,,,
U+26155,𦅕,5,0,0,シャク,,18,119,,,,
U+26156,𦅖,5,0,0,,,18,119,,,,
U+26157,𦅗,5,0,0,,,18,119,,,,
U+26158,𦅘,5,0,0,ケン カン,,18,119,,,,
U+26159,𦅙,5,0,0,,,18,119,,,,
U+2615A,𦅚,5,0,0,,,18,119,,,,
U+2615B,𦅛,5,0,0,,,18,119,,,,
U+2615C,𦅜,5,0,0,,,18,119,,,,
U+2615D,𦅝,5,0,0,,,18,119,,,,
U+2615E,𦅞,5,0,0,,,18,119,,,,
U+2615F,𦅟,5,0,0,,,18,119,,,,
U+26160,𦅠,5,0,0,,,18,119,,,,
U+26161,𦅡,5,0,0,,,18,119,,,,
U+26162,𦅢,5,0,0,,,18,119,,,,
U+26163,𦅣,5,0,0,,,18,119,,,,
U+26164,𦅤,5,0,0,,,18,119,,,,
U+26165,𦅥,5,0,0,ショウ ジョウ ビン ヨウ,なわ,18,119,,,,
U+26166,𦅦,5,0,0,セン,,18,119,,,,
U+26167,𦅧,5,0,0,チ,,18,119,,,,
U+26168,𦅨,5,0,0,シュ,,18,119,,,,
U+26169,𦅩,5,0,0,カイ,,18,119,,,,
U+2616A,𦅪,5,0,0,,,18,119,,,,
U+2616B,𦅫,5,0,0,,,18,119,,,,
U+2616C,𦅬,5,0,0,チュウ,,18,119,,,,
