U+F957	綾	2	0	0			14	119										綾	thin silk, damask silk								능:0	NUNG				
U+F958	菱	2	0	0			11	139										菱	water-chestnut, water caltrop								능:0	NUNG				
U+F959	陵	2	0	0			11	169										陵	hill, mound; mausoleum								능:0	NUNG				
U+F95A	讀	2	0	0			22	148										讀	read, study; pronounce								두:0	TWU				
U+F95B	拏	2	0	0			9	63										拏	take; bring; grasp, hold; arrest								라:0	LA				
U+F95C	樂	2	0	0			15	74										樂	happy, glad; enjoyable; music								락:0	LAK				
U+F95D	諾	2	0	0			15	148										諾	promise; assent, approve								락:0	LAK				
U+F95E	丹	2	0	0			4	2										丹	cinnabar (native HgS); vermilion (artificial HgS used as pigment)								란:0	LAN				
U+F95F	寧	2	0	0			14	39										寧	repose, serenity, peace; peaceful								령:0	LYENG				
U+F960	怒	2	0	0			9	60										怒	anger, rage, passion; angry								로:0	LO				
U+F961	率	2	0	0			11	94										率	to lead; ratio; rate; limit								률:0	LYUL				
U+F962	異	2	0	0			11	101										異	different, unusual, strange								리:0	LI				
U+F963	北	2	0	0			5	20										北	north; northern; northward								배:0	PEY				
U+F964	磻	2	0	0			17	111										磻	a tributary of the Wei river in Shanxi								번:0	PEN				
U+F965	便	2	0	0			9	8										便	convenience, ease; expedient								변:0	PYEN				
U+F966	復	2	0	0			12	59										復	return; repeat; repeatedly								부:0	PWU				
U+F967	不	2	0	0			4	0										不	no, not; un-; negative prefix								불:0	PWUL				
U+F968	泌	2	0	0			8	84										泌	to seep out, excrete								비:0	PI				
U+F969	數	2	0	0			15	65										數	number; several; count; fate								삭:0	SAK				
U+F96A	索	2	0	0			10	119										索	large rope, cable; rules, laws								삭:0	SAK				
U+F96B	參	2	0	0			11	27										參	take part in, intervene								삼:0	SAM				
U+F96C	塞	2	0	0			13	31										塞	stop up, block. seal, cork								색:0	SAYK				
U+F96D	省	2	0	0			9	108										省	province; save, economize								생:0	SAYNG				
U+F96E	葉	2	0	0			12	139										葉	leaf, petal; page of book; period								섭:0	SEP				
U+F96F	說	2	0	0			14	148										說	speak, say, talk; scold, upbraid								세:0	SEY				
U+F970	殺	2	3	0			11	78			殺𢁛𢼡𢼯𢼢𢽅𢽆𢽘𢽮𢽯𢽺𢾈𢿔𢿹𣀎𣏂𣪆𣪖𠮁𣪩煞𤔮𧤿閷							殺	kill, slaughter, murder; hurt								쇄:0	SWAY				
U+F971	辰	2	0	0			7	160										辰	early morning								신:0	SIN				
U+F972	沈	2	0	0			7	84										沈	sink, submerge; addicted to; name								심:0	SIM				
U+F973	拾	2	0	0			9	63										拾	pick up, collect, tidy up; ten								십:0	SIP				
U+F974	若	2	0	0			8	139										若	if, supposing, assuming; similar								야:0	YA				
U+F975	掠	2	0	0			11	63										掠	rob, ransack, plunder; pass by								약:0	YAK				
U+F976	略	2	0	0			11	101										略	approximately, roughly; outline								약:0	YAK				
U+F977	亮	2	0	0			9	7										亮	bright, brilliant, radiant, light								양:0	YANG				
U+F978	兩	2	0	0			8	10										兩	two, both, pair, couple; ounce								양:0	YANG				
U+F979	凉	2	0	0			10	14										凉	cool, cold; disheartened								양:0	YANG				
U+F97A	梁	2	0	0			11	74										梁	bridge; beam; rafters; surname								양:0	YANG				
U+F97B	糧	2	0	0			18	118										糧	food, grain, provisions								양:0	YANG				
U+F97C	良	2	0	0			7	137										良	good, virtuous, respectable								양:0	YANG				
U+F97D	諒	2	0	0			15	148										諒	excuse, forgive; guess, presume								양:0	YANG				
U+F97E	量	2	0	0			12	165										量	measure, quantity, capacity								양:0	YANG				
U+F97F	勵	2	0	0			16	18										勵	strive; encourage								여:0	YE				
U+F980	呂	2	0	0			7	29										呂	surname; a musical note								여:0	YE				
U+F981	女	2	0	0			3	37										女	woman, girl; feminine; rad. 38								여:0	YE				
U+F982	廬	2	0	0			19	52										廬	hut, cottage; name of a mountain								여:0	YE				
U+F983	旅	2	0	0			10	69										旅	trip, journey; travel; traveler								여:0	YE				
U+F984	濾	2	0	0			18	84										濾	strain out, filter								여:0	YE				
U+F985	礪	2	0	0			19	111										礪	whetstone; sharpen								여:0	YE				
U+F986	閭	2	0	0			15	168										閭	village of twenty-five families								여:0	YE				
U+F987	驪	2	0	0			29	186										驪	a pure black horse; a pair of horses								여:0	YE				
U+F988	麗	2	0	0			19	197										麗	beautiful, magnificent, elegant								여:0	YE				
U+F989	黎	2	0	0			15	201										黎	surname; numerous, many; black								여:0	YE				
U+F98A	力	2	0	0			2	18										力	power, capability, influence								역:0	YEK				
U+F98B	曆	2	0	0			16	71										曆	calendar, era								역:0	YEK				
U+F98C	歷	2	0	0			16	76										歷	take place, past, history								역:0	YEK				
U+F98D	轢	2	0	0			22	158										轢	run over something with a vehicle								역:0	YEK				
U+F98E	年	2	0	0			6	50										年	year; new-years; person's age								연:0	YEN				
U+F98F	憐	2	0	0			15	60										憐	pity, sympathize								연:0	YEN				
U+F990	戀	2	0	0			23	60										戀	love; long for, yearn for; love								연:0	YEN				
U+F991	撚	2	0	0			15	63										撚	twirl in fingers, tease, toy with								연:0	YEN				
U+F992	漣	2	0	0			13	84										漣	flowing water; ripples; weeping								연:0	YEN				
U+F993	煉	2	0	0			13	85										煉	smelt, refine; distill, condense								연:0	YEN				
U+F994	璉	2	0	0			14	95										璉	vessel used to hold grain offerings								연:0	YEN				
U+F995	秊	2	0	0			8	114										秊	year; new-years; person's age								연:0	YEN				
U+F996	練	2	0	0			15	119										練	practice, drill, exercise, train								연:0	YEN				
U+F997	聯	2	0	0			17	127										聯	connect, join; associate, ally								연:0	YEN				
U+F998	輦	2	0	0			15	158										輦	a hand-cart; to transport by carriage								연:0	YEN				
U+F999	蓮	2	0	0			13	139										蓮	lotus, water lily; paradise								연:0	YEN				
U+F99A	連	2	0	0			10	161										連	join, connect; continuous; even								연:0	YEN				
U+F99B	鍊	2	0	0			17	166										鍊	smelt metals, forge; refine								연:0	YEN				
U+F99C	列	2	0	0			6	17										列	a line; to arrange in order, classify								열:0	YEL				
U+F99D	劣	2	0	0			6	18										劣	bad, inferior; slightly								열:0	YEL				
U+F99E	咽	2	0	0			9	29										咽	throat; pharynx								열:0	YEL				
U+F99F	烈	2	0	0			10	85										烈	fiery, violent, vehement, ardent								열:0	YEL				
U+F9A0	裂	2	0	0			12	144										裂	split, crack, break open; rend								열:0	YEL				
U+F9A1	說	2	0	0			14	148										說	speak, say, talk; scold, upbraid								열:0	YEL				
U+F9A2	廉	2	0	0			13	52										廉	upright, honorable, honest								염:0	YEM				
U+F9A3	念	2	0	0			8	60										念	think of, recall, study								염:0	YEM				
U+F9A4	捻	2	0	0			11	63										捻	to twist, nip with the fingers								염:0	YEM				
U+F9A5	殮	2	0	0			17	77										殮	dress corpse for burial								염:0	YEM				
U+F9A6	簾	2	0	0			19	117										簾	a blind, screen, curtain								염:0	YEM				
U+F9A7	獵	2	0	0			18	93										獵	hunt; field sports								엽:0	YEP				
U+F9A8	令	2	0	0			5	8										令	command, order; 'commandant', magistrate; allow, cause								영:0	YENG				
U+F9A9	囹	2	0	0			8	30										囹	prison, enclosure								영:0	YENG				
U+F9AA	寧	2	0	0			14	39										寧	repose, serenity, peace; peaceful								영:0	YENG				
U+F9AB	嶺	2	0	0			17	45										嶺	mountain ridge, mountain peak								영:0	YENG				
U+F9AC	怜	2	0	0			8	60										怜	pity, sympathize								영:0	YENG				
U+F9AD	玲	2	0	0			9	95										玲	tinkling of jade								영:0	YENG				
U+F9AE	瑩	2	0	0			15	95										瑩	lustre of gems; bright, lustrous								영:0	YENG				
U+F9AF	羚	2	0	0			11	122										羚	species of antelope								영:0	YENG				
U+F9B0	聆	2	0	0			11	127										聆	listen, hear								영:0	YENG				
U+F9B1	鈴	2	0	0			13	166										鈴	bell								영:0	YENG				
U+F9B2	零	2	0	0			13	172										零	zero; fragment, fraction								영:0	YENG LYEN				
U+F9B3	靈	2	0	0			24	172										靈	spirit, soul; spiritual world								영:0	YENG				
U+F9B4	領	2	0	0			14	180										領	neck; collar; lead, guide								영:0	YENG				
U+F9B5	例	2	0	0			8	8										例	precedent, example; regulation								예:0	YEY				
U+F9B6	禮	2	0	0			18	112										禮	social custom; manners; courtesy; rites								예:0	YEY				
U+F9B7	醴	2	0	0			20	163										醴	sweet wine; sweet spring								예:0	YEY				
U+F9B8	隸	2	0	0			17	170										隸	be subservient to; servant								예:X	YEY				
U+F9B9	惡	2	0	0			12	60										惡	evil, wicked, bad, foul								오:0	O				
U+F9BA	了	2	0	0			2	5										了	to finish; particle of completed action								요:0	YO				
U+F9BB	僚	2	0	0			14	8										僚	officials; bureaucracy								요:0	YO				
U+F9BC	寮	2	0	0			15	39										寮	shanty, hut, shack								요:0	YO				
U+F9BD	尿	2	0	0			7	43										尿	urine; urinate								요:0	YO				
U+F9BE	料	2	0	0			10	67										料	consider, conjecture; material								요:0	YO				
U+F9BF	樂	2	0	0			15	74										樂	happy, glad; enjoyable; music								요:0	YO				
U+F9C0	燎	2	0	0			16	85										燎	to burn, set afire; to illuminate; a signal lamp								요:0	YO				
U+F9C1	療	2	0	0			17	103										療	be healed, cured, recover								요:0	YO				
U+F9C2	蓼	2	0	0			14	139										蓼	smartweed, polygonum								요:0	YO				
U+F9C3	遼	2	0	0			15	161										遼	distant, far								요:0	YO				
U+F9C4	龍	2	0	0			16	211										龍	dragon; symbolic of emperor								용:0	YONG				
U+F9C5	暈	2	0	0			13	71										暈	halo in sky; fog; dizzy, faint								운:0	WUN				
U+F9C6	阮	2	0	0			7	169										阮	ancient musical instrument; surname								원:0	WEN				
U+F9C7	劉	2	0	0			15	17										劉	surname; kill, destroy								유:0	YU				
U+F9C8	杻	2	0	0			8	74										杻	Ligustrum sinense, Chinese privet								유:0	YU				
U+F9C9	柳	2	0	0			9	74										柳	willow tree; pleasure								유:0	YU				
U+F9CA	流	2	0	0			9	84										流	flow, circulate, drift; class								유:0	YU				
U+F9CB	溜	2	0	0			13	84										溜	slide, glide, slip; slippery								유:0	YU				
U+F9CC	琉	2	0	0			10	95										琉	sparkling stone; glazed, opaque								유:0	YU				
U+F9CD	留	2	0	0			10	101										留	stop, halt; stay, detain, keep								유:0	YU				
U+F9CE	硫	2	0	0			11	111										硫	sulfur (element 16, S)								유:0	YU				
U+F9CF	紐	2	0	0			10	119										紐	knot; button; handle, knob; tie								유:0	YU				
U+F9D0	類	2	3	0			19	180			類𣈪类							類	class, group, kind, category								유:0	YU				
U+F9D1	六	2	0	0			4	11										六	number six								육:0	YUK				
U+F9D2	戮	2	0	0			15	61										戮	kill, massacre; oppress								육:0	YUK				
U+F9D3	陸	2	0	0			11	169										陸	land, continental; army								육:0	YUK				
U+F9D4	倫	2	0	0			10	8										倫	normal human relationships								윤:0	YUN				
U+F9D5	崙	2	0	0			11	45										崙	Kunlun mountains in Jiangsu								윤:0	YUN				
U+F9D6	淪	2	0	0			11	84										淪	be lost; sink, be submerged								윤:0	YUN				
U+F9D7	輪	2	0	0			15	158										輪	wheel; revolve, turn; recur								윤:0	YUN				
U+F9D8	律	2	0	0			9	59										律	statute, principle, regulation								율:0	YUL				
U+F9D9	慄	2	0	0			13	60										慄	shiver, shudder, tremble; tremble								율:0	YUL				
U+F9DA	栗	2	0	0			10	74										栗	chestnut tree, chestnuts; surname								율:0	YUL				
U+F9DB	率	2	0	0			11	94										率	to lead; ratio; rate; limit								율:0	YUL				
U+F9DC	隆	2	3	0			12	169			隆𤯲𨹠𨹿𨻦							隆	prosperous, plentiful, abundant								융:0	YUNG				
U+F9DD	利	2	0	0			7	17										利	gains, advantage, profit, merit								이:0	I				
U+F9DE	吏	2	0	0			6	29										吏	government official, magistrate								이:0	I				
U+F9DF	履	2	0	0			15	43										履	footwear, shoes; walk on, tread								이:0	I				
U+F9E0	易	2	0	0			8	71										易	change; easy								이:0	I				
U+F9E1	李	2	0	0			7	74										李	plum; judge; surname								이:0	I				
U+F9E2	梨	2	0	0			11	74										梨	pear; opera; cut, slash								이:0	I				
U+F9E3	泥	2	0	0			8	84										泥	mud, mire; earth, clay; plaster								이:0	I				
U+F9E4	理	2	0	0			11	95										理	reason, logic; manage								이:0	I				
U+F9E5	痢	2	0	0			12	103										痢	dysentery								이:0	I				
U+F9E6	罹	2	0	0			16	121										罹	sorrow, grief; incur, meet with								이:0	I				
U+F9E7	裏	2	0	0			13	144										裏	inside, interior, within								이:0	I				
U+F9E8	裡	2	0	0			12	144										裡	inside, interior, within								이:0	I				
U+F9E9	里	2	0	0			7	165										里	unit of distance; village; lane								이:0	I				
U+F9EA	離	2	0	0			18	171										離	leave, depart; go away; separate								이:0	I				
U+F9EB	匿	2	0	0			10	22										匿	hide; go into hiding								익:0	IK				
U+F9EC	溺	2	0	0			13	84										溺	drown; submerge in water; indulge								익:0	IK				
U+F9ED	吝	2	0	0			7	29										吝	stingy, miserly, parsimonious								인:0	IN				
U+F9EE	燐	2	0	0			16	85										燐	phosphorus (element 15, P)								인:0	IN				
U+F9EF	璘	2	0	0			16	95										璘	luster of jade								인:0	IN				
U+F9F0	藺	2	0	0			19	139										藺	rush used in making mats; surname								인:0	IN				
U+F9F1	隣	2	0	0			15	169										隣	neighbor; neighboring; adjacent								인:0	IN				
U+F9F2	鱗	2	0	0			23	194										鱗	fish scales								인:0	IN				
U+F9F3	麟	2	0	0			23	197										麟	female of Chinese unicorn								인:0	IN				
U+F9F4	林	2	0	0			8	74										林	forest, grove; surname								임:0	IM				
U+F9F5	淋	2	0	0			11	84										淋	drip, soak, drench; perfectly								임:0	IM				
U+F9F6	臨	2	0	0			17	130										臨	draw near, approach; descend								임:0	IM				
U+F9F7	立	2	0	0			5	116										立	stand; let stand; establish, set								입:0	IP				
U+F9F8	笠	2	0	0			11	117										笠	bamboo hat; bamboo covering								입:0	IP				
U+F9F9	粒	2	0	0			11	118										粒	grain; small particle								입:0	IP				
U+F9FA	狀	2	0	0			8	93										狀	form; appearance; shape; official								장:0	CANG				
U+F9FB	炙	2	0	0			8	85										炙	roast, broil; toast; cauterize								적:0	CEK				
U+F9FC	識	2	0	0			19	148										識	recognize, understand, know								지:0	CI				
U+F9FD	什	2	0	0			4	8										什	file of ten soldiers								집:0	CIP				
U+F9FE	茶	2	0	0			9	139										茶	tea								차:0	CHA				
U+F9FF	刺	2	0	0			8	17										刺	stab; prick, irritate; prod								척:0	CHEK				
U+FA00	切	2	0	0			4	17										切	cut, mince, slice, carve								체:0	CHEY				
U+FA01	度	2	0	0			8	52										度	degree, system; manner; to consider								탁:0	THAK				
U+FA02	拓	2	0	0			8	63										拓	expand; open up; support or push								탁:0	THAK				
U+FA03	糖	2	0	0			16	118										糖	sugar; candy; sweets								탕:0	THANG				
U+FA04	宅	2	0	0			6	39										宅	residence, dwelling, home; grave								택:0	THAYK				
U+FA05	洞	2	0	0			9	84										洞	cave, grotto; ravine; hole								통:0	THONG				
U+FA06	暴	2	0	0			15	71										暴	violent, brutal, tyrannical								포:0	PHO				
U+FA07	輻	2	0	0			16	158										輻	spokes of wheel								폭:0	PHOK				
U+FA08	行	2	0	0			6	143										行	go; walk; move, travel; circulate								항:0	HANG				
U+FA09	降	2	0	0			9	169										降	descend, fall, drop; lower, down								항:0	HANG				
U+FA0A	見	2	0	0			7	146										見	see, observe, behold; perceive								현:0	HYEN				
U+FA0B	廓	2	0	0			14	52										廓	broad, wide, open, empty; expand								확:0	HWAK				
U+FA0C	兀	2	0	0			3	9										兀	duplicate of Big Five A461		KOTSU GOTSU	TAKAI HAGERU ASHIKIRU						OL				
U+FA0D	嗀	2	0	0			13	29										嗀	vomit		KAKU	HAKUSAMA										
U+FA0E	﨎	2	0	0	ソウ		14	28		文隹又										ソウ												
U+FA0F	﨏	2	3	0		さこ	10	31		土谷										さこ									cốc			
U+FA10	塚	2	3	0			13	31			塚							塚	cemetery; tomb		CHOU	TSUKA						CHONG				
U+FA11	﨑	2	3	0	キ	さき	12	45		山竒	崎嵜埼碕㟢𥔎	㟢埼崎嵜碕陭𥔎							cape; spit; promontory	キ さき	KI	SAKI										
U+FA12	晴	2	0	0			12	71			暒晴							晴	clear weather		SEI	HARERU HARE HARASU						CHENG				
U+FA13	﨓	2	4	0		たぶ	12	74		木苻										たぶ												
U+FA14	﨔	2	3	0	キョ コ	けやき	14	74		木挙 木兴手	欅									キョ コ けやき												
U+FA15	凞	2	3	0			15	14			煕熈熙凞							凞	bright		KI	YAWARAGU						HUY				
U+FA16	猪	2	3	0			12	93			猪豬𢑳							猪	pig		CHO	INOSHISHI I						CE				
U+FA17	益	2	0	0			10	107			益	益						益	profit		EKI YAKU	MASU MASUMASU		jik1				IK				
U+FA18	礼	2	0	0			6	112			禮	礼禮						礼	social custom; manners; courtesy; rites		REI RAI	NORI	lǐ					LYEY				
U+FA19	神	2	3	0			10	112			神𥙍𥚞𥛃𥛠𥜩							神	spirit		SHIN JIN	KAMI KOU TAMASHII						SIN				
U+FA1A	祥	2	3	0			11	112			祥𢒑							祥	good luck		SHOU	SAIWAI						SANG				
U+FA1B	福	2	3	0			14	112			福𤔜							福	happiness		FUKU	SAIWAI HIMOROGI						POK				
U+FA1C	靖	2	0	0			13	173			靖竫							靖	pacify; appease; calm		SEI JOU	YASUI YASUNJIRU YASU						CENG				
U+FA1D	精	2	0	0			14	118			䊒精							精	essence; semen; spirit		SEI SHOU	SHIRAGEYONE KUWASHII KOKORO						CENG				
U+FA1E	羽	2	0	0			6	123			𦏲羽							羽	feather		U	HA HANE						WU				
U+FA1F	﨟	2	3	0	ロウ カツ		16	139		艹𣎅	臈臘									ロウ カツ												
U+FA20	蘒	2	4	0			24	139			蘒							蘒				HAGI										
U+FA21	﨡	2	4	0		に	11	141		虫生										に									sên			
U+FA22	諸	2	3	0			16	148			諸𢒕𣦁𧭷							諸	several		SHO	MORO KORE						CEY				
U+FA23	﨣	2	0	0	キュウ		11	155		走斗	𧺯									キュウ												
U+FA24	﨤	2	4	0	ヘン ハン ホン バン	かえす かわる かえる	6	161		辶及	返									ヘン ハン ホン バン かえす かわる かえる									gặp			
U+FA25	逸	2	0	0			11	161										逸	flee		ITSU ICHI	HASHIRU USHINAU SORERU						IL				
U+FA26	都	2	3	0			12	162			都𨛷𨜁𨟞							都	metropolis		TO TSU CHO	MIYAKO SUBETE						TO				
U+FA27	﨧	2	0	0	コウ		15	166		金孝										コウ												
U+FA28	﨨	2	0	0	コウ		16	166		金幸										コウ												
U+FA29	﨩	2	0	0		しま	13	169		阝島										しま												
U+FA2A	飯	2	0	0			13	183			飰𩚳飯							飯	cooked rice; food; meal		HAN BON	MESHI						PAN				
U+FA2B	飼	2	0	0			14	183			飼飤							飼	raise animals; feed; nourish		SHI JI	KAU YASHINAU						SA				
U+FA2C	館	2	0	0			17	183			館舘舘							館	public building		KAN	YAKATA TATE						KWAN				
U+FA2D	鶴	2	0	0			22	195			鶴							鶴	crane		KAKU	TSURU						HAK				
U+FA2E	郞	2	0	0			10	162										郞									낭:0					
U+FA2F	隷	2	0	0			16	170										隷									예:0					
U+FA30	侮	2	3	0			9	8			侮㚢𠆸㑄							侮														
U+FA31	僧	2	3	0			14	8			僧							僧														
U+FA32	免	2	3	0			7	9			免							免														
U+FA33	勉	2	3	0			9	18			勉𠢖							勉														
U+FA34	勤	2	3	0			12	18			勤							勤														
U+FA35	卑	2	3	0			8	23			卑𤰞𡮁							卑														
U+FA36	喝	2	3	0			12	29			喝𠿒𡀽							喝														
U+FA37	嘆	2	3	0			13	29			嘆𡂥							嘆														
U+FA38	器	2	3	0			16	29			器噐𡄛𦈯							器														
U+FA39	塀	2	3	0			14	31			塀							塀														
U+FA3A	墨	2	3	0			15	31			墨							墨														
U+FA3B	層	2	3	0			15	43			層							層														
U+FA3C	屮	2	3	0			3	44			屮屮							屮														
U+FA3D	悔	2	3	0			10	60			悔𢙽							悔														
U+FA3E	慨	2	3	0			14	60			慨							慨														
U+FA3F	憎	2	3	0			15	60			憎䁬噌							憎														
U+FA40	懲	2	3	0			19	60			懲							懲														
U+FA41	敏	2	3	0			11	65			敏勄							敏														
U+FA42	既	2	3	0			11	70			既							既														
U+FA43	暑	2	3	0			13	71			暑							暑														
U+FA44	梅	2	3	0			11	74			梅楳𣒫槑							梅														
U+FA45	海	2	3	0			10	84			海𣴴							海														
U+FA46	渚	2	3	0			12	84			渚							渚														
U+FA47	漢	2	3	0			13	84			漢𣶔㵄𤁉							漢														
U+FA48	煮	2	3	0			13	85			煮煑𤆯䰞							煮														
U+FA49	爫	2	4	0			4	86			爫							爫														
